col_0,REGION,DATE,DATE_parsed,YEAR,MONTH,YEAR_WEEK,DAY,WEEK_DAY,PROFIL_TOTAL,PROFIL_ENT,PROFIL_PRO,PROFIL_RES,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,SUNHOUR,TEMPERATURE_NIGHT_C,TEMPERATURE_MEAN,HOLIDAYS,IS_WEEKEND,IS_LOCKDOWN_1,IS_LOCKDOWN_2,IS_LOCKDOWN_3,IS_LOCKDOWN_TT,IS_PUBLIC_HOLIDAYS
0,Centre-Val de Loire,2020-01-01T00:00:00.000Z,2020-01-01T00:00:00.000Z,2020,1,1,1,3,39898906,1210860,5567384,33120662,8,2,8,3,7,7,0,95,7,1032,58,8,6,2,5,3,5,1,0,0,0,0,0,1
1,Hauts-de-France,2020-01-01T00:00:00.000Z,2020-01-01T00:00:00.000Z,2020,1,1,1,3,72350459,1644530,11340653,59365276,5,1,11,1,3,3,0,87,10,1033,13,5,2,-2,8,1,2,1,0,0,0,0,0,1
2,Centre-Val de Loire,2020-01-02T00:00:00.000Z,2020-01-02T00:00:00.000Z,2020,1,1,2,4,38772899,1249783,6353982,31169134,9,6,11,7,8,8,6,96,7,1029,84,9,7,6,4,7,8,1,1,0,0,0,0,0
3,Hauts-de-France,2020-01-02T00:00:00.000Z,2020-01-02T00:00:00.000Z,2020,1,1,2,4,70637575,1750088,12941469,55946018,7,2,16,4,6,7,0,96,7,1030,80,7,6,1,4,4,5,1,1,0,0,0,0,0
4,Centre-Val de Loire,2020-01-03T00:00:00.000Z,2020-01-03T00:00:00.000Z,2020,1,1,3,5,36853477,1161110,6279961,29412406,11,7,23,9,11,10,1,92,10,1032,84,11,9,6,4,8,9,1,1,0,0,0,0,0
5,Hauts-de-France,2020-01-03T00:00:00.000Z,2020-01-03T00:00:00.000Z,2020,1,1,3,5,67320966,1624102,12798646,52898218,10,5,25,10,10,7,2,90,9,1031,90,10,8,6,3,9,9,1,1,0,0,0,0,0
6,Centre-Val de Loire,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,2020,1,1,4,6,36474281,812811,5819584,29841886,8,3,10,4,6,6,0,90,10,1038,27,8,6,2,9,5,5,1,0,1,0,0,1,0
7,Hauts-de-France,2020-01-04T00:00:00.000Z,2020-01-04T00:00:00.000Z,2020,1,1,4,6,66727959,1156659,11863696,53707604,7,3,17,3,7,6,0,90,10,1035,44,7,4,0,7,3,5,1,0,1,0,0,1,0
8,Centre-Val de Loire,2020-01-05T00:00:00.000Z,2020-01-05T00:00:00.000Z,2020,1,1,5,7,37480520,812597,5415696,31252227,8,4,9,5,8,6,0,86,10,1038,41,8,4,4,8,5,6,1,0,1,0,0,1,0
9,Hauts-de-France,2020-01-05T00:00:00.000Z,2020-01-05T00:00:00.000Z,2020,1,1,5,7,68404574,1149735,11038234,56216605,7,4,8,4,7,6,0,90,10,1036,60,7,4,2,4,4,5,1,0,1,0,0,1,0
10,Centre-Val de Loire,2020-01-06T00:00:00.000Z,2020-01-06T00:00:00.000Z,2020,1,2,6,1,39348626,1194432,6590268,31563926,7,1,15,1,5,6,0,92,10,1032,14,7,4,-2,9,2,3,0,0,0,0,0,0,0
11,Hauts-de-France,2020-01-06T00:00:00.000Z,2020-01-06T00:00:00.000Z,2020,1,2,6,1,71370991,1667455,13357924,56345612,6,1,18,2,4,4,0,92,10,1033,25,6,3,-2,8,4,4,0,0,0,0,0,0,0
12,Centre-Val de Loire,2020-01-07T00:00:00.000Z,2020-01-07T00:00:00.000Z,2020,1,2,7,2,36885976,1241863,6594702,29049411,10,4,11,7,9,10,0,96,6,1031,88,10,9,5,4,7,8,0,0,0,0,0,0,0
13,Hauts-de-France,2020-01-07T00:00:00.000Z,2020-01-07T00:00:00.000Z,2020,1,2,7,2,67119905,1728869,13379799,52011237,8,2,12,5,7,6,0,93,10,1029,38,8,5,2,9,6,6,0,0,0,0,0,0,0
14,Centre-Val de Loire,2020-01-08T00:00:00.000Z,2020-01-08T00:00:00.000Z,2020,1,2,8,3,34140587,1210575,6182281,26747731,12,8,16,11,11,12,1,96,7,1028,100,12,11,8,3,10,11,0,1,0,0,0,0,0
15,Hauts-de-France,2020-01-08T00:00:00.000Z,2020-01-08T00:00:00.000Z,2020,1,2,8,3,62437509,1681767,12583640,48172102,13,7,18,11,12,12,0,97,9,1024,97,13,11,9,3,10,11,0,1,0,0,0,0,0
16,Centre-Val de Loire,2020-01-09T00:00:00.000Z,2020-01-09T00:00:00.000Z,2020,1,2,9,4,33145454,1187168,6164240,25794046,12,10,25,10,12,11,6,93,7,1025,93,12,10,8,3,10,11,0,0,0,0,0,0,0
17,Hauts-de-France,2020-01-09T00:00:00.000Z,2020-01-09T00:00:00.000Z,2020,1,2,9,4,60657290,1647530,12539404,46470356,12,9,28,11,12,11,8,92,9,1022,99,12,10,9,3,11,11,0,0,0,0,0,0,0
18,Centre-Val de Loire,2020-01-10T00:00:00.000Z,2020-01-10T00:00:00.000Z,2020,1,2,10,5,34177637,1145664,6279831,26752142,9,5,25,7,8,7,2,85,9,1033,68,9,5,3,5,8,8,0,0,0,0,0,0,0
19,Hauts-de-France,2020-01-10T00:00:00.000Z,2020-01-10T00:00:00.000Z,2020,1,2,10,5,62443390,1591808,12767864,48083718,8,3,25,8,8,5,2,86,8,1031,70,8,6,3,4,8,7,0,0,0,0,0,0,0
20,Centre-Val de Loire,2020-01-11T00:00:00.000Z,2020-01-11T00:00:00.000Z,2020,1,2,11,6,36222117,818877,5867480,29535760,8,3,7,3,6,6,0,91,10,1034,28,8,3,2,8,4,4,0,1,0,1,0,1,0
21,Hauts-de-France,2020-01-11T00:00:00.000Z,2020-01-11T00:00:00.000Z,2020,1,2,11,6,66064220,1159817,11915013,52989390,6,2,17,2,5,4,0,92,10,1033,38,6,3,-1,6,3,4,0,1,0,1,0,1,0
22,Centre-Val de Loire,2020-01-12T00:00:00.000Z,2020-01-12T00:00:00.000Z,2020,1,2,12,7,37172214,810286,5430838,30931090,7,2,19,2,6,7,0,91,10,1030,62,7,5,-1,6,3,4,0,0,0,1,0,1,0
23,Hauts-de-France,2020-01-12T00:00:00.000Z,2020-01-12T00:00:00.000Z,2020,1,2,12,7,67638771,1146153,11032615,55460003,9,3,26,4,7,7,0,92,10,1027,70,9,7,0,3,3,6,0,0,0,1,0,1,0
24,Centre-Val de Loire,2020-01-13T00:00:00.000Z,2020-01-13T00:00:00.000Z,2020,1,3,13,1,36714496,1175207,6256427,29282862,10,5,22,7,9,9,1,95,7,1026,87,10,6,4,4,6,8,0,0,0,0,0,0,0
25,Hauts-de-France,2020-01-13T00:00:00.000Z,2020-01-13T00:00:00.000Z,2020,1,3,13,1,66734232,1640912,12702613,52390707,8,3,29,5,7,8,1,94,8,1023,83,9,7,2,4,6,6,0,0,0,0,0,0,0
26,Centre-Val de Loire,2020-01-14T00:00:00.000Z,2020-01-14T00:00:00.000Z,2020,1,3,14,2,35475903,1227307,6377042,27871554,9,4,31,8,9,8,1,69,8,1012,86,10,4,4,3,8,8,0,0,0,0,0,0,0
27,Hauts-de-France,2020-01-14T00:00:00.000Z,2020-01-14T00:00:00.000Z,2020,1,3,14,2,64559585,1706735,12935927,49916923,10,4,39,9,10,8,8,88,8,1006,98,10,8,5,3,9,9,0,0,0,0,0,0,0
28,Centre-Val de Loire,2020-01-15T00:00:00.000Z,2020-01-15T00:00:00.000Z,2020,1,3,15,3,34313187,1206595,6113305,26993287,10,7,30,8,10,9,0,77,10,1020,54,10,6,4,5,8,9,0,0,0,0,0,0,0
29,Hauts-de-France,2020-01-15T00:00:00.000Z,2020-01-15T00:00:00.000Z,2020,1,3,15,3,62652275,1683177,12422674,48546424,10,6,36,9,9,8,3,81,9,1018,66,10,7,4,4,9,9,0,0,0,0,0,0,0
30,Centre-Val de Loire,2020-01-16T00:00:00.000Z,2020-01-16T00:00:00.000Z,2020,1,3,16,4,33940430,1207075,6183017,26550338,13,6,19,6,11,11,0,92,9,1025,28,13,7,3,7,6,8,0,0,0,0,0,0,0
31,Hauts-de-France,2020-01-16T00:00:00.000Z,2020-01-16T00:00:00.000Z,2020,1,3,16,4,61953440,1691745,12550342,47711353,10,4,24,4,8,9,0,94,10,1024,25,10,6,1,8,4,6,0,0,0,0,0,0,0
32,Centre-Val de Loire,2020-01-17T00:00:00.000Z,2020-01-17T00:00:00.000Z,2020,1,3,17,5,34218134,1156089,6238200,26823845,10,5,27,9,10,7,8,89,9,1027,70,10,7,6,4,10,9,0,0,0,0,0,0,0
33,Hauts-de-France,2020-01-17T00:00:00.000Z,2020-01-17T00:00:00.000Z,2020,1,3,17,5,62540508,1627568,12671565,48241375,10,5,26,9,10,7,4,90,9,1021,74,10,8,6,3,9,9,0,0,0,0,0,0,0
34,Centre-Val de Loire,2020-01-18T00:00:00.000Z,2020-01-18T00:00:00.000Z,2020,1,3,18,6,36844892,831468,5902061,30111363,7,3,15,3,6,5,0,90,10,1031,38,7,3,-1,7,4,4,0,1,0,0,0,0,0
35,Hauts-de-France,2020-01-18T00:00:00.000Z,2020-01-18T00:00:00.000Z,2020,1,3,18,6,67215326,1185766,11989079,54040481,6,2,15,3,5,3,1,90,10,1032,34,6,2,-1,9,4,4,0,1,0,0,0,0,0
36,Centre-Val de Loire,2020-01-19T00:00:00.000Z,2020-01-19T00:00:00.000Z,2020,1,3,19,7,39678694,832993,5638737,33206964,6,1,26,1,5,4,0,89,10,1040,45,6,1,-3,6,2,3,0,1,0,0,0,0,0
37,Hauts-de-France,2020-01-19T00:00:00.000Z,2020-01-19T00:00:00.000Z,2020,1,3,19,7,72067305,1184075,11441817,59441413,7,2,24,2,6,4,0,88,10,1043,48,7,1,-2,6,2,3,0,1,0,0,0,0,0
38,Centre-Val de Loire,2020-01-20T00:00:00.000Z,2020-01-20T00:00:00.000Z,2020,1,4,20,1,41262157,1243696,6733335,33285126,6,1,27,1,4,4,0,84,10,1043,7,6,0,-4,9,2,3,0,0,0,0,0,0,0
39,Hauts-de-France,2020-01-20T00:00:00.000Z,2020-01-20T00:00:00.000Z,2020,1,4,20,1,74631568,1765187,13626666,59239715,6,1,13,1,5,4,0,94,9,1047,19,6,2,-2,8,2,3,0,0,0,0,0,0,0
40,Centre-Val de Loire,2020-01-21T00:00:00.000Z,2020-01-21T00:00:00.000Z,2020,1,4,21,2,41777215,1334877,7065359,33376979,5,-1,15,-1,3,3,0,93,10,1041,16,5,0,-5,9,0,1,0,0,0,0,0,0,0
41,Hauts-de-France,2020-01-21T00:00:00.000Z,2020-01-21T00:00:00.000Z,2020,1,4,21,2,75571729,1895129,14295113,59381487,6,1,7,1,5,4,0,88,10,1045,4,6,1,-1,9,1,3,0,0,0,0,0,0,0
42,Centre-Val de Loire,2020-01-22T00:00:00.000Z,2020-01-22T00:00:00.000Z,2020,1,4,22,3,42494281,1336241,7027661,34130379,5,-1,17,-1,3,3,0,86,10,1038,19,5,0,-5,8,-1,1,0,0,0,0,0,0,0
43,Hauts-de-France,2020-01-22T00:00:00.000Z,2020-01-22T00:00:00.000Z,2020,1,4,22,3,76924765,1880695,14213472,60830598,5,-1,10,1,4,3,0,80,10,1039,28,5,2,-1,9,0,2,0,0,0,0,0,0,0
44,Centre-Val de Loire,2020-01-23T00:00:00.000Z,2020-01-23T00:00:00.000Z,2020,1,4,23,4,41786821,1344293,7079337,33363191,6,0,19,0,4,5,0,76,10,1031,38,6,1,-5,5,0,2,0,0,0,0,0,0,0
45,Hauts-de-France,2020-01-23T00:00:00.000Z,2020-01-23T00:00:00.000Z,2020,1,4,23,4,75698822,1883027,14322060,59493735,6,1,15,1,4,3,0,93,9,1035,11,6,2,-3,9,1,2,0,0,0,0,0,0,0
46,Centre-Val de Loire,2020-01-24T00:00:00.000Z,2020-01-24T00:00:00.000Z,2020,1,4,24,5,41112786,1290306,6976908,32845572,10,2,9,4,8,8,0,89,10,1024,34,10,7,1,8,3,6,0,0,0,0,0,0,0
47,Hauts-de-France,2020-01-24T00:00:00.000Z,2020-01-24T00:00:00.000Z,2020,1,4,24,5,74691468,1837011,14119530,58734927,6,0,6,0,5,4,0,93,9,1026,16,6,1,-3,9,0,2,0,0,0,0,0,0,0
48,Centre-Val de Loire,2020-01-25T00:00:00.000Z,2020-01-25T00:00:00.000Z,2020,1,4,25,6,39996145,888012,6261833,32846300,11,4,9,4,9,9,0,93,10,1022,25,11,6,3,9,5,7,0,1,0,0,0,0,0
49,Hauts-de-France,2020-01-25T00:00:00.000Z,2020-01-25T00:00:00.000Z,2020,1,4,25,6,73102347,1271102,12696923,59134322,6,1,10,1,5,5,0,88,10,1023,39,6,4,-1,7,1,3,0,1,0,0,0,0,0
50,Centre-Val de Loire,2020-01-26T00:00:00.000Z,2020-01-26T00:00:00.000Z,2020,1,4,26,7,37998039,852369,5504489,31641181,10,5,16,6,9,9,2,95,9,1018,86,10,7,4,3,6,7,0,1,0,0,0,0,0
51,Hauts-de-France,2020-01-26T00:00:00.000Z,2020-01-26T00:00:00.000Z,2020,1,4,26,7,69635334,1208451,11192081,57234802,8,2,19,2,6,7,0,95,8,1017,63,8,6,-2,5,2,4,0,1,0,0,0,0,0
52,Centre-Val de Loire,2020-01-27T00:00:00.000Z,2020-01-27T00:00:00.000Z,2020,1,5,27,1,37134562,1258727,6341407,29534428,9,7,29,8,9,9,10,87,8,1016,99,9,7,5,3,8,9,0,0,0,0,0,0,0
53,Hauts-de-France,2020-01-27T00:00:00.000Z,2020-01-27T00:00:00.000Z,2020,1,5,27,1,68041410,1772704,12902959,53365747,9,6,24,8,9,8,10,92,7,1011,95,9,7,4,3,8,8,0,0,0,0,0,0,0
54,Centre-Val de Loire,2020-01-28T00:00:00.000Z,2020-01-28T00:00:00.000Z,2020,1,5,28,2,37266773,1321897,6591600,29353276,8,3,34,6,6,6,9,79,9,1011,77,8,6,0,5,7,6,0,0,0,0,0,0,0
55,Hauts-de-France,2020-01-28T00:00:00.000Z,2020-01-28T00:00:00.000Z,2020,1,5,28,2,68449987,1854860,13438246,53156881,6,1,34,4,6,4,11,86,8,1003,89,6,4,-1,3,5,5,0,0,0,0,0,0,0
56,Centre-Val de Loire,2020-01-29T00:00:00.000Z,2020-01-29T00:00:00.000Z,2020,1,5,29,3,36639374,1302120,6397021,28940233,9,4,17,4,7,7,2,91,9,1019,59,9,4,1,7,5,6,0,0,0,0,0,0,0
57,Hauts-de-France,2020-01-29T00:00:00.000Z,2020-01-29T00:00:00.000Z,2020,1,5,29,3,67317747,1823198,13023848,52470701,7,2,23,2,6,5,1,84,10,1016,54,7,2,-2,6,2,4,0,0,0,0,0,0,0
58,Centre-Val de Loire,2020-01-30T00:00:00.000Z,2020-01-30T00:00:00.000Z,2020,1,5,30,4,35522178,1312143,6407935,27802100,13,6,26,7,12,12,5,95,9,1017,89,13,11,4,4,6,9,0,0,0,0,0,0,0
59,Hauts-de-France,2020-01-30T00:00:00.000Z,2020-01-30T00:00:00.000Z,2020,1,5,30,4,65296787,1805707,13044972,50446108,9,3,21,5,7,8,0,95,10,1014,83,10,9,1,3,5,6,0,0,0,0,0,0,0
60,Centre-Val de Loire,2020-01-31T00:00:00.000Z,2020-01-31T00:00:00.000Z,2020,1,5,31,5,31642441,1213451,5966608,24462382,13,9,19,11,13,12,1,96,9,1017,93,13,11,10,4,12,12,0,0,0,0,0,0,0
61,Hauts-de-France,2020-01-31T00:00:00.000Z,2020-01-31T00:00:00.000Z,2020,1,5,31,5,58532026,1683525,12168665,44679836,12,8,23,10,12,11,0,88,10,1013,94,12,10,7,3,11,11,0,0,0,0,0,0,0
62,Centre-Val de Loire,2020-02-01T00:00:00.000Z,2020-02-01T00:00:00.000Z,2020,2,5,1,6,30502917,787712,5278118,24437087,14,11,30,12,13,12,9,92,8,1019,94,14,11,9,4,12,12,0,0,0,0,0,0,0
63,Hauts-de-France,2020-02-01T00:00:00.000Z,2020-02-01T00:00:00.000Z,2020,2,5,1,6,56854904,1142607,10788121,44924176,12,7,33,11,12,9,10,94,8,1014,84,12,11,8,3,11,11,0,0,0,0,0,0,0
64,Centre-Val de Loire,2020-02-02T00:00:00.000Z,2020-02-02T00:00:00.000Z,2020,2,5,2,7,29621391,757732,4684192,24179467,14,11,32,12,14,14,16,95,7,1020,98,14,12,10,4,12,13,0,1,0,0,0,0,0
65,Hauts-de-France,2020-02-02T00:00:00.000Z,2020-02-02T00:00:00.000Z,2020,2,5,2,7,55373872,1091316,9612169,44670387,13,7,29,9,13,12,4,95,9,1014,92,13,11,6,3,8,10,0,1,0,0,0,0,0
66,Centre-Val de Loire,2020-02-03T00:00:00.000Z,2020-02-03T00:00:00.000Z,2020,2,6,3,1,28788449,1093760,5400763,22293926,13,11,27,13,13,12,4,90,8,1021,95,13,11,9,4,12,12,0,0,0,0,0,0,0
67,Hauts-de-France,2020-02-03T00:00:00.000Z,2020-02-03T00:00:00.000Z,2020,2,6,3,1,53763343,1557781,11078962,41126600,11,7,25,10,10,9,3,88,9,1017,97,11,9,7,4,10,10,0,0,0,0,0,0,0
68,Centre-Val de Loire,2020-02-04T00:00:00.000Z,2020-02-04T00:00:00.000Z,2020,2,6,4,2,32160421,1197454,6010042,24952925,9,5,30,6,8,7,6,85,9,1029,77,9,7,2,4,7,7,0,0,1,0,0,1,0
69,Hauts-de-France,2020-02-04T00:00:00.000Z,2020-02-04T00:00:00.000Z,2020,2,6,4,2,59730784,1701314,12300806,45728664,6,3,31,4,5,5,8,83,8,1027,65,6,3,0,5,4,5,0,0,1,0,0,1,0
70,Centre-Val de Loire,2020-02-05T00:00:00.000Z,2020-02-05T00:00:00.000Z,2020,2,6,5,3,34422623,1226199,6112288,27084136,8,2,12,3,7,6,0,94,9,1037,35,8,3,0,8,3,4,0,1,1,0,0,1,0
71,Hauts-de-France,2020-02-05T00:00:00.000Z,2020-02-05T00:00:00.000Z,2020,2,6,5,3,63733127,1755533,12482432,49495162,8,3,9,4,7,7,0,92,9,1037,45,8,4,1,8,5,5,0,1,1,0,0,1,0
72,Centre-Val de Loire,2020-02-06T00:00:00.000Z,2020-02-06T00:00:00.000Z,2020,2,6,6,4,36344740,1257584,6396658,28690498,8,1,17,1,6,6,0,88,10,1033,9,8,2,-2,10,2,4,0,0,0,0,0,0,0
73,Hauts-de-France,2020-02-06T00:00:00.000Z,2020-02-06T00:00:00.000Z,2020,2,6,6,4,67020424,1804602,13050071,52165751,9,3,7,3,7,7,0,91,10,1035,13,9,3,2,9,4,5,0,0,0,0,0,0,0
74,Centre-Val de Loire,2020-02-07T00:00:00.000Z,2020-02-07T00:00:00.000Z,2020,2,6,7,5,36869573,1215624,6426593,29227356,10,1,12,1,7,8,0,82,10,1025,20,10,5,-2,10,1,4,0,0,0,0,0,0,0
75,Hauts-de-France,2020-02-07T00:00:00.000Z,2020-02-07T00:00:00.000Z,2020,2,6,7,5,68077079,1731317,13121495,53224267,8,1,19,1,5,6,0,84,10,1028,5,8,2,-3,9,2,4,0,0,0,0,0,0,0
76,Centre-Val de Loire,2020-02-08T00:00:00.000Z,2020-02-08T00:00:00.000Z,2020,2,6,8,6,34634309,834083,5635883,28164343,9,5,16,5,8,8,4,92,8,1025,61,9,7,2,6,5,7,0,1,0,0,0,0,0
77,Hauts-de-France,2020-02-08T00:00:00.000Z,2020-02-08T00:00:00.000Z,2020,2,6,8,6,64372424,1208441,11517206,51646777,7,5,19,7,7,6,7,95,9,1022,78,7,6,3,4,7,6,0,1,0,0,0,0,0
78,Centre-Val de Loire,2020-02-09T00:00:00.000Z,2020-02-09T00:00:00.000Z,2020,2,6,9,7,33825439,801834,5002098,28021507,11,5,37,6,10,10,1,92,9,1023,74,12,8,3,7,6,8,0,0,0,0,0,0,0
79,Hauts-de-France,2020-02-09T00:00:00.000Z,2020-02-09T00:00:00.000Z,2020,2,6,9,7,62989938,1157572,10245808,51586558,10,4,51,5,8,8,2,86,9,1020,79,11,9,1,5,5,7,0,0,0,0,0,0,0
80,Centre-Val de Loire,2020-02-10T00:00:00.000Z,2020-02-10T00:00:00.000Z,2020,2,7,10,1,32089869,1136700,5660359,25292810,13,7,44,10,9,9,4,74,8,1017,94,13,10,4,5,13,10,0,0,0,0,0,0,0
81,Hauts-de-France,2020-02-10T00:00:00.000Z,2020-02-10T00:00:00.000Z,2020,2,7,10,1,59803454,1624301,11606258,46572895,9,3,46,8,7,6,18,80,8,1008,93,10,8,1,4,9,7,0,0,0,0,0,0,0
82,Centre-Val de Loire,2020-02-11T00:00:00.000Z,2020-02-11T00:00:00.000Z,2020,2,7,11,2,33496991,1215291,6102264,26179436,8,5,26,5,7,7,5,84,9,1022,71,8,3,1,5,6,6,0,0,0,1,0,1,0
83,Hauts-de-France,2020-02-11T00:00:00.000Z,2020-02-11T00:00:00.000Z,2020,2,7,11,2,62290713,1717712,12485874,48087127,6,3,35,4,6,5,4,72,9,1016,70,6,1,-1,6,4,5,0,0,0,1,0,1,0
84,Centre-Val de Loire,2020-02-12T00:00:00.000Z,2020-02-12T00:00:00.000Z,2020,2,7,12,3,34963674,1230324,6116799,27616551,8,2,16,2,7,6,0,90,9,1024,54,8,2,-2,9,3,4,0,0,0,1,0,1,0
85,Hauts-de-France,2020-02-12T00:00:00.000Z,2020-02-12T00:00:00.000Z,2020,2,7,12,3,64883698,1735852,12519764,50628082,7,1,26,2,6,5,2,88,9,1019,78,7,2,-3,5,2,4,0,0,0,1,0,1,0
86,Centre-Val de Loire,2020-02-13T00:00:00.000Z,2020-02-13T00:00:00.000Z,2020,2,7,13,4,35463833,1230847,6295271,27937715,10,5,40,6,10,9,8,86,9,1019,91,10,7,2,5,5,7,0,0,0,0,0,0,0
87,Hauts-de-France,2020-02-13T00:00:00.000Z,2020-02-13T00:00:00.000Z,2020,2,7,13,4,65761090,1738764,12867549,51154777,8,4,38,5,8,7,17,91,9,1016,91,8,4,-1,5,5,6,0,0,0,0,0,0,0
88,Centre-Val de Loire,2020-02-14T00:00:00.000Z,2020-02-14T00:00:00.000Z,2020,2,7,14,5,32830040,1162642,5974344,25693054,11,7,17,7,10,9,0,87,10,1025,67,11,7,5,7,8,9,0,0,0,0,0,0,0
89,Hauts-de-France,2020-02-14T00:00:00.000Z,2020-02-14T00:00:00.000Z,2020,2,7,14,5,61138386,1647628,12228270,47262488,10,4,19,4,8,8,0,93,9,1022,49,10,6,1,9,5,6,0,0,0,0,0,0,0
90,Centre-Val de Loire,2020-02-15T00:00:00.000Z,2020-02-15T00:00:00.000Z,2020,2,7,15,6,32107942,801049,5344073,25962820,13,6,20,6,11,12,0,94,10,1025,42,13,8,3,9,6,9,1,1,0,0,0,0,0
91,Hauts-de-France,2020-02-15T00:00:00.000Z,2020-02-15T00:00:00.000Z,2020,2,7,15,6,59992193,1153364,10943110,47895719,11,5,30,7,10,11,0,94,10,1021,83,11,8,4,5,7,9,1,1,0,0,0,0,0
92,Centre-Val de Loire,2020-02-16T00:00:00.000Z,2020-02-16T00:00:00.000Z,2020,2,7,16,7,29936214,766685,4622692,24546837,15,10,38,11,15,15,1,68,10,1019,66,15,9,9,8,11,13,1,1,0,0,0,0,0
93,Hauts-de-France,2020-02-16T00:00:00.000Z,2020-02-16T00:00:00.000Z,2020,2,7,16,7,56186997,1099838,9495101,45592058,15,9,52,12,14,13,11,74,7,1012,95,15,10,9,5,12,13,1,1,0,0,0,0,0
94,Centre-Val de Loire,2020-02-17T00:00:00.000Z,2020-02-17T00:00:00.000Z,2020,2,8,17,1,31348396,1127536,5524099,24696761,11,6,26,8,9,8,16,91,8,1026,83,11,7,5,6,8,8,1,0,0,0,0,0,0
95,Hauts-de-France,2020-02-17T00:00:00.000Z,2020-02-17T00:00:00.000Z,2020,2,8,17,1,58567001,1594795,11328289,45643917,10,4,28,6,9,7,3,79,10,1019,67,10,4,3,7,7,8,1,0,0,0,0,0,0
96,Centre-Val de Loire,2020-02-18T00:00:00.000Z,2020-02-18T00:00:00.000Z,2020,2,8,18,2,33214826,1214232,5888789,26111805,10,3,21,3,8,8,1,89,10,1031,52,10,4,-1,8,4,6,1,0,0,0,0,0,0
97,Hauts-de-France,2020-02-18T00:00:00.000Z,2020-02-18T00:00:00.000Z,2020,2,8,18,2,61688891,1706281,12065700,47916910,8,3,29,4,7,7,2,85,9,1026,81,8,4,0,6,5,6,1,0,0,0,0,0,0
98,Centre-Val de Loire,2020-02-19T00:00:00.000Z,2020-02-19T00:00:00.000Z,2020,2,8,19,3,33718077,1219040,5888160,26610877,9,6,20,6,8,9,2,88,10,1028,88,9,6,3,5,7,7,1,0,0,0,0,0,0
99,Hauts-de-France,2020-02-19T00:00:00.000Z,2020-02-19T00:00:00.000Z,2020,2,8,19,3,62628117,1712258,12047125,48868734,8,3,22,4,6,7,8,81,9,1024,83,8,5,-1,7,5,6,1,0,0,0,0,0,0
100,Centre-Val de Loire,2020-02-20T00:00:00.000Z,2020-02-20T00:00:00.000Z,2020,2,8,20,4,33228633,1225150,5864070,26139413,10,7,25,7,9,10,1,88,10,1025,80,10,6,4,7,7,8,1,0,0,0,0,0,0
101,Hauts-de-France,2020-02-20T00:00:00.000Z,2020-02-20T00:00:00.000Z,2020,2,8,20,4,61813850,1722180,12016146,48075524,9,5,32,6,8,8,2,86,10,1020,84,10,6,2,5,6,7,1,0,0,0,0,0,0
102,Centre-Val de Loire,2020-02-21T00:00:00.000Z,2020-02-21T00:00:00.000Z,2020,2,8,21,5,33965957,1182440,5909319,26874198,9,2,10,2,7,7,0,89,10,1033,17,9,2,-1,11,2,4,1,0,0,0,0,0,0
103,Hauts-de-France,2020-02-21T00:00:00.000Z,2020-02-21T00:00:00.000Z,2020,2,8,21,5,63134555,1663367,12105197,49365991,8,2,25,2,7,6,0,84,10,1030,50,8,3,-2,8,2,4,1,0,0,0,0,0,0
104,Centre-Val de Loire,2020-02-22T00:00:00.000Z,2020-02-22T00:00:00.000Z,2020,2,8,22,6,33428347,808337,5379027,27240983,12,3,23,3,9,11,0,85,10,1032,23,12,8,0,10,4,7,1,1,0,0,0,0,0
105,Hauts-de-France,2020-02-22T00:00:00.000Z,2020-02-22T00:00:00.000Z,2020,2,8,22,6,62343908,1159758,11010443,50173707,11,5,31,5,9,10,0,81,10,1026,53,11,8,0,7,5,7,1,1,0,0,0,0,0
106,Centre-Val de Loire,2020-02-23T00:00:00.000Z,2020-02-23T00:00:00.000Z,2020,2,8,23,7,31034300,776464,4705922,25551914,13,8,30,9,12,12,0,90,10,1033,84,13,9,6,7,9,10,1,1,0,0,0,0,0
107,Hauts-de-France,2020-02-23T00:00:00.000Z,2020-02-23T00:00:00.000Z,2020,2,8,23,7,58156419,1117608,9653080,47385731,13,8,41,9,13,12,4,89,7,1027,98,13,10,6,5,8,11,1,1,0,0,0,0,0
108,Centre-Val de Loire,2020-02-24T00:00:00.000Z,2020-02-24T00:00:00.000Z,2020,2,9,24,1,29991780,1111250,5317507,23563023,13,9,27,11,12,11,0,92,10,1029,71,13,10,8,8,11,11,1,0,0,0,0,0,0
109,Hauts-de-France,2020-02-24T00:00:00.000Z,2020-02-24T00:00:00.000Z,2020,2,9,24,1,56204173,1576855,10912384,43714934,12,7,34,9,12,11,2,92,6,1025,96,12,9,6,5,7,10,1,0,0,0,0,0,0
