col_0,REGION,DATE,DATE_parsed,YEAR,MONTH,YEAR_WEEK,DAY,WEEK_DAY,PROFIL_TOTAL,PROFIL_ENT,PROFIL_PRO,PROFIL_RES,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,SUNHOUR,TEMPERATURE_NIGHT_C,TEMPERATURE_MEAN,HOLIDAYS,IS_WEEKEND,IS_LOCKDOWN_1,IS_LOCKDOWN_2,IS_LOCKDOWN_3,IS_LOCKDOWN_TT,IS_PUBLIC_HOLIDAYS
1700,Centre-Val de Loire,2022-04-30T00:00:00.000Z,2022-04-30T00:00:00.000Z,2022,4,17,30,6,20664820,1404199,4131897,15128724,19,7,19,7,18,18,0,91,10,1025,18,19,10,4,15,8,13,0,1,0,0,0,0,0
1701,Hauts-de-France,2022-04-30T00:00:00.000Z,2022-04-30T00:00:00.000Z,2022,4,17,30,6,38462621,1624193,7714210,29124218,17,5,21,5,16,15,0,93,10,1028,12,17,7,1,15,5,10,0,1,0,0,0,0,0
1702,Centre-Val de Loire,2022-05-01T00:00:00.000Z,2022-05-01T00:00:00.000Z,2022,5,17,1,7,20887649,1566239,3670660,15650750,17,6,12,6,16,16,0,89,10,1024,69,17,9,5,10,7,11,0,0,0,0,0,0,1
1703,Hauts-de-France,2022-05-01T00:00:00.000Z,2022-05-01T00:00:00.000Z,2022,5,17,1,7,38800894,1706316,6873165,30221413,16,5,11,5,14,15,0,87,10,1026,49,16,7,3,12,5,10,0,0,0,0,0,0,1
1704,Centre-Val de Loire,2022-05-02T00:00:00.000Z,2022-05-02T00:00:00.000Z,2022,5,18,2,1,20572291,1677264,4197395,14697632,17,7,17,7,16,16,0,82,10,1019,49,17,9,5,13,8,12,0,1,0,0,0,0,0
1705,Hauts-de-France,2022-05-02T00:00:00.000Z,2022-05-02T00:00:00.000Z,2022,5,18,2,1,37906809,1709456,7857606,28339747,16,7,16,7,16,14,0,78,10,1021,59,16,7,6,12,8,11,0,1,0,0,0,0,0
1706,Centre-Val de Loire,2022-05-03T00:00:00.000Z,2022-05-03T00:00:00.000Z,2022,5,18,3,2,20217920,1748487,4404286,14065147,18,8,17,8,18,16,0,88,10,1018,53,18,11,6,13,9,13,0,1,0,0,0,0,0
1707,Hauts-de-France,2022-05-03T00:00:00.000Z,2022-05-03T00:00:00.000Z,2022,5,18,3,2,37203293,1774525,8231183,27197585,16,6,18,6,16,15,0,88,10,1020,42,16,8,3,12,6,11,0,1,0,0,0,0,0
1708,Centre-Val de Loire,2022-05-04T00:00:00.000Z,2022-05-04T00:00:00.000Z,2022,5,18,4,3,20351950,1737408,4376490,14238052,18,11,12,11,16,17,0,80,10,1022,53,18,10,10,13,11,14,0,0,0,0,0,0,0
1709,Hauts-de-France,2022-05-04T00:00:00.000Z,2022-05-04T00:00:00.000Z,2022,5,18,4,3,37581352,1787253,8178122,27615977,16,5,15,5,15,15,0,92,10,1021,38,16,9,3,13,6,10,0,0,0,0,0,0,0
1710,Centre-Val de Loire,2022-05-05T00:00:00.000Z,2022-05-05T00:00:00.000Z,2022,5,18,5,4,20287666,1769601,4449464,14068601,20,8,9,8,18,19,0,91,10,1026,42,20,12,8,13,9,14,0,0,0,0,0,0,0
1711,Hauts-de-France,2022-05-05T00:00:00.000Z,2022-05-05T00:00:00.000Z,2022,5,18,5,4,37404229,1815012,8308998,27280219,19,8,12,8,18,17,0,97,8,1026,55,19,11,7,13,8,13,0,0,0,0,0,0,0
1712,Centre-Val de Loire,2022-05-06T00:00:00.000Z,2022-05-06T00:00:00.000Z,2022,5,18,6,5,20098400,1731676,4433149,13933575,19,7,15,7,18,18,0,95,9,1027,41,20,13,5,13,8,13,0,1,0,0,0,0,0
1713,Hauts-de-France,2022-05-06T00:00:00.000Z,2022-05-06T00:00:00.000Z,2022,5,18,6,5,37166835,1813185,8265390,27088260,20,8,12,8,19,18,0,91,10,1026,37,20,13,8,13,8,13,0,1,0,0,0,0,0
1714,Centre-Val de Loire,2022-05-07T00:00:00.000Z,2022-05-07T00:00:00.000Z,2022,5,18,7,6,19420365,1498602,3977415,13944348,20,10,10,10,18,19,1,84,10,1026,51,20,13,9,12,10,14,0,0,0,0,0,0,0
1715,Hauts-de-France,2022-05-07T00:00:00.000Z,2022-05-07T00:00:00.000Z,2022,5,18,7,6,36250388,1557288,7423397,27269703,18,9,14,10,17,18,0,91,10,1027,69,18,12,9,12,9,13,0,0,0,0,0,0,0
1716,Centre-Val de Loire,2022-05-08T00:00:00.000Z,2022-05-08T00:00:00.000Z,2022,5,18,8,7,19091119,1520480,3516772,14053867,20,9,17,9,19,19,0,96,8,1025,41,21,13,8,12,10,14,0,0,0,0,0,0,1
1717,Hauts-de-France,2022-05-08T00:00:00.000Z,2022-05-08T00:00:00.000Z,2022,5,18,8,7,35803360,1628125,6575862,27599373,19,9,22,9,17,19,0,87,10,1028,42,19,11,7,14,10,14,0,0,0,0,0,0,1
1718,Centre-Val de Loire,2022-05-09T00:00:00.000Z,2022-05-09T00:00:00.000Z,2022,5,19,9,1,18773806,1697202,4038450,13038154,23,10,10,10,21,23,0,95,9,1026,18,25,14,9,14,10,16,0,0,0,0,0,0,0
1719,Hauts-de-France,2022-05-09T00:00:00.000Z,2022-05-09T00:00:00.000Z,2022,5,19,9,1,34925254,1740622,7541795,25642837,22,7,9,8,20,22,0,86,10,1028,25,25,14,6,13,7,14,0,0,0,0,0,0,0
1720,Centre-Val de Loire,2022-05-10T00:00:00.000Z,2022-05-10T00:00:00.000Z,2022,5,19,10,2,18339404,1740453,4209323,12389628,25,13,17,13,23,24,0,87,10,1023,24,26,16,13,14,13,18,0,0,0,0,0,0,0
1721,Hauts-de-France,2022-05-10T00:00:00.000Z,2022-05-10T00:00:00.000Z,2022,5,19,10,2,34026061,1734100,7839443,24452518,22,13,25,13,21,20,0,87,10,1022,42,25,13,12,14,13,17,0,0,0,0,0,0,0
1722,Centre-Val de Loire,2022-05-11T00:00:00.000Z,2022-05-11T00:00:00.000Z,2022,5,19,11,3,18366429,1724128,4157184,12485117,25,11,19,11,24,23,0,89,10,1018,13,26,15,11,14,12,18,0,1,0,0,0,0,0
1723,Hauts-de-France,2022-05-11T00:00:00.000Z,2022-05-11T00:00:00.000Z,2022,5,19,11,3,34165610,1739128,7736676,24689806,22,10,29,10,21,19,0,94,9,1017,33,23,14,9,14,10,15,0,1,0,0,0,0,0
1724,Centre-Val de Loire,2022-05-12T00:00:00.000Z,2022-05-12T00:00:00.000Z,2022,5,19,12,4,18246182,1740970,4211354,12293858,21,10,8,10,19,20,0,96,8,1021,52,22,14,10,13,11,15,0,0,0,0,0,0,0
1725,Hauts-de-France,2022-05-12T00:00:00.000Z,2022-05-12T00:00:00.000Z,2022,5,19,12,4,33896496,1731107,7821395,24343994,18,8,16,8,17,16,0,96,8,1021,57,18,10,7,12,8,12,0,0,0,0,0,0,0
1726,Centre-Val de Loire,2022-05-13T00:00:00.000Z,2022-05-13T00:00:00.000Z,2022,5,19,13,5,18300614,1739918,4230037,12330659,22,9,9,9,20,22,0,87,10,1023,13,24,12,8,14,10,15,0,0,0,0,0,0,0
1727,Hauts-de-France,2022-05-13T00:00:00.000Z,2022-05-13T00:00:00.000Z,2022,5,19,13,5,34022460,1740807,7849732,24431921,21,7,21,7,20,19,0,94,10,1023,4,23,12,5,15,7,13,0,0,0,0,0,0,0
1728,Centre-Val de Loire,2022-05-14T00:00:00.000Z,2022-05-14T00:00:00.000Z,2022,5,19,14,6,18161387,1523353,3865046,12772988,26,11,12,11,23,25,0,89,10,1022,11,27,17,9,15,11,17,0,1,0,0,0,0,0
1729,Hauts-de-France,2022-05-14T00:00:00.000Z,2022-05-14T00:00:00.000Z,2022,5,19,14,6,34102271,1590559,7159083,25352629,22,7,7,7,20,22,0,90,10,1023,8,24,11,6,15,7,14,0,1,0,0,0,0,0
1730,Centre-Val de Loire,2022-05-15T00:00:00.000Z,2022-05-15T00:00:00.000Z,2022,5,19,15,7,17862099,1538391,3409897,12913811,27,13,13,13,24,25,3,86,10,1016,46,27,18,13,13,14,19,0,1,0,0,0,0,0
1731,Hauts-de-France,2022-05-15T00:00:00.000Z,2022-05-15T00:00:00.000Z,2022,5,19,15,7,33725788,1642217,6332113,25751458,22,11,18,11,19,21,0,75,10,1020,54,25,15,11,13,11,16,0,1,0,0,0,0,0
1732,Centre-Val de Loire,2022-05-16T00:00:00.000Z,2022-05-16T00:00:00.000Z,2022,5,20,16,1,17834475,1660842,3943326,12230307,24,13,11,13,23,23,1,95,9,1021,39,25,16,13,14,14,18,0,0,0,0,0,0,0
1733,Hauts-de-France,2022-05-16T00:00:00.000Z,2022-05-16T00:00:00.000Z,2022,5,20,16,1,33411983,1695365,7324446,24392172,22,15,23,15,22,20,2,97,10,1021,60,25,16,14,13,16,18,0,0,0,0,0,0,0
1734,Centre-Val de Loire,2022-05-17T00:00:00.000Z,2022-05-17T00:00:00.000Z,2022,5,20,17,2,17913368,1759490,4215365,11938513,29,14,11,14,27,26,0,90,10,1021,13,30,18,14,14,14,20,0,0,0,0,0,0,0
1735,Hauts-de-France,2022-05-17T00:00:00.000Z,2022-05-17T00:00:00.000Z,2022,5,20,17,2,33417416,1789585,7805948,23821883,25,13,8,14,23,25,0,90,10,1022,30,26,15,14,15,13,19,0,0,0,0,0,0,0
1736,Centre-Val de Loire,2022-05-18T00:00:00.000Z,2022-05-18T00:00:00.000Z,2022,5,20,18,3,18155255,1729947,4217030,12208278,29,15,15,15,28,27,0,90,10,1021,17,30,19,15,15,16,21,0,0,0,0,0,0,0
1737,Hauts-de-France,2022-05-18T00:00:00.000Z,2022-05-18T00:00:00.000Z,2022,5,20,18,3,34042085,1790911,7810363,24440811,27,15,10,15,24,25,0,92,10,1022,27,28,19,15,15,15,20,0,0,0,0,0,0,0
1738,Centre-Val de Loire,2022-05-19T00:00:00.000Z,2022-05-19T00:00:00.000Z,2022,5,20,19,4,17983576,1730593,4302288,11950695,25,17,19,17,24,24,1,94,9,1021,63,26,18,17,12,17,20,0,0,0,0,0,0,0
1739,Hauts-de-France,2022-05-19T00:00:00.000Z,2022-05-19T00:00:00.000Z,2022,5,20,19,4,33628032,1742136,7957155,23928741,23,14,22,17,23,21,3,95,10,1023,62,25,18,17,13,17,20,0,0,0,0,0,0,0
1740,Centre-Val de Loire,2022-05-20T00:00:00.000Z,2022-05-20T00:00:00.000Z,2022,5,20,20,5,18066626,1712422,4305349,12048855,24,16,24,17,23,23,1,96,8,1023,62,26,18,16,11,16,20,0,0,0,0,0,0,0
1741,Hauts-de-France,2022-05-20T00:00:00.000Z,2022-05-20T00:00:00.000Z,2022,5,20,20,5,33807817,1734747,7957232,24115838,19,12,17,14,18,19,2,95,10,1022,60,19,17,13,14,13,16,0,0,0,0,0,0,0
1742,Centre-Val de Loire,2022-05-21T00:00:00.000Z,2022-05-21T00:00:00.000Z,2022,5,20,21,6,17819351,1515179,3877078,12427094,26,11,9,11,23,25,0,92,9,1025,10,26,14,11,15,11,18,0,1,0,0,0,0,0
1743,Hauts-de-France,2022-05-21T00:00:00.000Z,2022-05-21T00:00:00.000Z,2022,5,20,21,6,33610863,1529206,7168886,24912771,20,9,17,10,18,20,0,90,9,1024,34,22,12,8,15,10,15,0,1,0,0,0,0,0
1744,Centre-Val de Loire,2022-05-22T00:00:00.000Z,2022-05-22T00:00:00.000Z,2022,5,20,22,7,17766214,1527885,3388391,12849938,28,14,20,14,25,25,1,85,10,1018,39,30,19,13,13,14,19,0,1,0,0,0,0,0
1745,Hauts-de-France,2022-05-22T00:00:00.000Z,2022-05-22T00:00:00.000Z,2022,5,20,22,7,33746959,1669862,6277397,25799700,21,9,12,10,18,20,0,86,10,1021,30,24,13,9,16,9,14,0,1,0,0,0,0,0
1746,Centre-Val de Loire,2022-05-23T00:00:00.000Z,2022-05-23T00:00:00.000Z,2022,5,21,23,1,17856390,1650321,3905043,12301026,20,14,29,16,15,18,2,93,10,1008,79,20,16,13,11,16,16,0,0,0,0,0,0,0
1747,Hauts-de-France,2022-05-23T00:00:00.000Z,2022-05-23T00:00:00.000Z,2022,5,21,23,1,33587339,1698159,7250505,24638675,17,12,26,15,16,17,3,98,10,1008,82,17,16,13,12,14,16,0,0,0,0,0,0,0
1748,Centre-Val de Loire,2022-05-24T00:00:00.000Z,2022-05-24T00:00:00.000Z,2022,5,21,24,2,17953825,1747774,4062175,12143876,18,8,16,8,17,17,0,97,10,1013,63,18,11,6,13,9,13,0,0,0,0,0,0,0
1749,Hauts-de-France,2022-05-24T00:00:00.000Z,2022-05-24T00:00:00.000Z,2022,5,21,24,2,33602099,1767048,7537605,24297446,17,9,25,9,16,17,1,95,10,1012,60,17,10,6,14,9,13,0,0,0,0,0,0,0
1750,Centre-Val de Loire,2022-05-25T00:00:00.000Z,2022-05-25T00:00:00.000Z,2022,5,21,25,3,18199141,1747422,4015969,12435750,21,8,17,8,19,20,0,91,10,1021,26,21,10,7,14,8,14,0,0,0,0,0,0,0
1751,Hauts-de-France,2022-05-25T00:00:00.000Z,2022-05-25T00:00:00.000Z,2022,5,21,25,3,34039747,1770779,7435991,24832977,19,7,26,8,18,17,0,93,10,1019,34,19,10,6,15,7,12,0,0,0,0,0,0,0
1752,Centre-Val de Loire,2022-05-26T00:00:00.000Z,2022-05-26T00:00:00.000Z,2022,5,21,26,4,17870140,1720110,3436941,12713089,23,11,11,11,20,22,0,91,9,1026,36,25,14,10,14,12,16,1,0,0,0,0,0,1
1753,Hauts-de-France,2022-05-26T00:00:00.000Z,2022-05-26T00:00:00.000Z,2022,5,21,26,4,33509119,1752906,6360764,25395449,21,10,21,10,20,19,0,96,9,1024,37,22,13,8,16,11,15,1,0,0,0,0,0,1
1754,Centre-Val de Loire,2022-05-27T00:00:00.000Z,2022-05-27T00:00:00.000Z,2022,5,21,27,5,17720572,1506113,3882944,12331515,22,11,16,11,20,21,0,93,9,1027,35,24,13,10,12,12,16,1,0,0,0,0,0,0
1755,Hauts-de-France,2022-05-27T00:00:00.000Z,2022-05-27T00:00:00.000Z,2022,5,21,27,5,33338762,1515884,7183205,24639673,20,10,19,12,20,18,0,95,10,1026,51,21,12,11,15,10,15,1,0,0,0,0,0,0
1756,Centre-Val de Loire,2022-05-28T00:00:00.000Z,2022-05-28T00:00:00.000Z,2022,5,21,28,6,17677214,1492144,3723727,12461343,21,8,20,8,19,21,0,86,10,1026,9,23,10,6,15,8,14,1,1,0,0,0,0,0
1757,Hauts-de-France,2022-05-28T00:00:00.000Z,2022-05-28T00:00:00.000Z,2022,5,21,28,6,33199304,1519332,6867601,24812371,17,8,18,8,17,16,0,90,10,1026,31,17,8,7,16,8,12,1,1,0,0,0,0,0
1758,Centre-Val de Loire,2022-05-29T00:00:00.000Z,2022-05-29T00:00:00.000Z,2022,5,21,29,7,17831743,1542695,3310982,12978066,18,6,20,6,18,17,0,89,10,1020,14,18,6,3,15,7,12,1,1,0,0,0,0,0
1759,Hauts-de-France,2022-05-29T00:00:00.000Z,2022-05-29T00:00:00.000Z,2022,5,21,29,7,33629240,1637973,6122509,25868758,13,5,18,6,13,13,0,87,10,1022,59,13,6,4,14,5,9,1,1,0,0,0,0,0
1760,Centre-Val de Loire,2022-05-30T00:00:00.000Z,2022-05-30T00:00:00.000Z,2022,5,22,30,1,18270967,1731949,3837535,12701483,19,5,17,5,17,19,0,92,10,1014,19,19,6,2,15,5,12,0,0,0,0,0,0,0
1761,Hauts-de-France,2022-05-30T00:00:00.000Z,2022-05-30T00:00:00.000Z,2022,5,22,30,1,34162955,1817259,7097887,25247809,17,5,9,6,14,16,0,80,10,1016,38,17,5,5,15,5,11,0,0,0,0,0,0,0
1762,Centre-Val de Loire,2022-05-31T00:00:00.000Z,2022-05-31T00:00:00.000Z,2022,5,22,31,2,18228220,1816268,4072578,12339374,23,10,8,10,21,23,0,72,10,1016,22,24,9,10,15,10,16,0,0,0,0,0,0,0
1763,Hauts-de-France,2022-05-31T00:00:00.000Z,2022-05-31T00:00:00.000Z,2022,5,22,31,2,33943555,1874648,7518784,24550123,18,9,19,9,18,18,0,75,10,1017,31,18,8,8,16,9,14,0,0,0,0,0,0,0
1764,Centre-Val de Loire,2022-06-01T00:00:00.000Z,2022-06-01T00:00:00.000Z,2022,6,22,1,3,18058607,1567035,4049452,12442120,25,9,10,10,22,24,0,83,10,1019,13,25,11,9,15,10,16,0,0,0,0,0,0,0
1765,Hauts-de-France,2022-06-01T00:00:00.000Z,2022-06-01T00:00:00.000Z,2022,6,22,1,3,33813770,1611262,7462564,24739944,19,7,14,8,17,19,0,93,9,1021,20,19,9,6,16,7,13,0,0,0,0,0,0,0
1766,Centre-Val de Loire,2022-06-02T00:00:00.000Z,2022-06-02T00:00:00.000Z,2022,6,22,2,4,17808333,1551084,4143349,12113900,29,11,20,11,25,25,1,80,10,1018,28,29,16,9,14,11,18,0,1,0,0,0,0,0
1767,Hauts-de-France,2022-06-02T00:00:00.000Z,2022-06-02T00:00:00.000Z,2022,6,22,2,4,33296766,1590498,7626376,24079892,22,7,15,8,20,22,0,87,10,1021,16,25,12,6,16,7,14,0,1,0,0,0,0,0
1768,Centre-Val de Loire,2022-06-03T00:00:00.000Z,2022-06-03T00:00:00.000Z,2022,6,22,3,5,17782849,1540753,4188570,12053526,27,14,11,15,22,25,3,93,9,1016,41,28,17,14,14,14,19,0,1,0,0,0,0,0
1769,Hauts-de-France,2022-06-03T00:00:00.000Z,2022-06-03T00:00:00.000Z,2022,6,22,3,5,33290656,1571816,7707457,24011383,24,10,10,11,22,24,0,75,10,1019,19,25,14,10,16,10,17,0,1,0,0,0,0,0
1770,Centre-Val de Loire,2022-06-04T00:00:00.000Z,2022-06-04T00:00:00.000Z,2022,6,22,4,6,17515319,1340149,3805526,12369644,28,15,9,15,26,26,5,95,8,1017,47,28,18,15,14,15,21,0,0,0,0,0,0,0
1771,Hauts-de-France,2022-06-04T00:00:00.000Z,2022-06-04T00:00:00.000Z,2022,6,22,4,6,33044038,1373038,7001916,24669084,26,13,16,13,23,23,2,91,9,1018,71,27,19,13,13,14,18,0,0,0,0,0,0,0
1772,Centre-Val de Loire,2022-06-05T00:00:00.000Z,2022-06-05T00:00:00.000Z,2022,6,22,5,7,17179104,1343407,3307198,12528499,25,14,19,14,23,21,3,96,8,1019,61,26,16,14,13,14,18,0,0,0,0,0,0,0
1773,Hauts-de-France,2022-06-05T00:00:00.000Z,2022-06-05T00:00:00.000Z,2022,6,22,5,7,32654252,1508660,6106084,25039508,24,15,22,16,23,21,5,98,10,1016,72,25,17,16,14,16,19,0,0,0,0,0,0,0
1774,Centre-Val de Loire,2022-06-06T00:00:00.000Z,2022-06-06T00:00:00.000Z,2022,6,23,6,1,17524501,1474632,3303727,12746142,22,11,15,11,21,20,0,88,10,1020,48,24,11,10,15,12,16,0,0,0,0,0,0,1
1775,Hauts-de-France,2022-06-06T00:00:00.000Z,2022-06-06T00:00:00.000Z,2022,6,23,6,1,33124642,1552738,6106707,25465197,19,11,23,11,19,19,0,87,10,1018,48,19,12,10,15,12,15,0,0,0,0,0,0,1
1776,Centre-Val de Loire,2022-06-07T00:00:00.000Z,2022-06-07T00:00:00.000Z,2022,6,23,7,2,17653351,1551919,4054337,12047095,21,13,24,13,18,21,1,96,9,1018,78,23,14,12,13,13,16,0,0,0,0,0,0,0
1777,Hauts-de-France,2022-06-07T00:00:00.000Z,2022-06-07T00:00:00.000Z,2022,6,23,7,2,33127329,1637806,7478525,24010998,21,12,17,13,18,20,1,90,9,1016,78,21,15,13,13,12,16,0,0,0,0,0,0,0
1778,Centre-Val de Loire,2022-06-08T00:00:00.000Z,2022-06-08T00:00:00.000Z,2022,6,23,8,3,17780978,1557730,4020681,12202567,22,13,23,14,17,22,3,97,10,1017,69,24,15,12,13,13,16,0,1,0,0,0,0,0
1779,Hauts-de-France,2022-06-08T00:00:00.000Z,2022-06-08T00:00:00.000Z,2022,6,23,8,3,33378515,1627465,7422926,24328124,21,11,31,12,16,20,2,96,9,1014,70,21,15,11,14,11,15,0,1,0,0,0,0,0
1780,Centre-Val de Loire,2022-06-09T00:00:00.000Z,2022-06-09T00:00:00.000Z,2022,6,23,9,4,17594643,1539802,4055318,11999523,20,11,23,11,19,20,0,97,9,1021,61,20,11,9,14,12,15,0,0,0,0,0,0,0
1781,Hauts-de-France,2022-06-09T00:00:00.000Z,2022-06-09T00:00:00.000Z,2022,6,23,9,4,32949642,1605742,7481711,23862189,19,11,26,11,17,19,1,91,10,1020,54,19,12,9,14,11,15,0,0,0,0,0,0,0
1782,Centre-Val de Loire,2022-06-10T00:00:00.000Z,2022-06-10T00:00:00.000Z,2022,6,23,10,5,17646521,1545094,4113856,11987571,26,12,9,12,23,25,0,90,10,1024,15,27,14,12,16,12,18,0,0,0,0,0,0,0
1783,Hauts-de-France,2022-06-10T00:00:00.000Z,2022-06-10T00:00:00.000Z,2022,6,23,10,5,33011404,1595102,7579419,23836883,22,12,18,14,21,21,0,80,10,1023,56,24,15,13,15,13,17,0,0,0,0,0,0,0
1784,Centre-Val de Loire,2022-06-11T00:00:00.000Z,2022-06-11T00:00:00.000Z,2022,6,23,11,6,17498292,1375681,3766911,12355700,29,14,8,14,28,27,0,88,10,1023,6,30,17,15,16,14,21,0,1,0,0,0,0,0
1785,Hauts-de-France,2022-06-11T00:00:00.000Z,2022-06-11T00:00:00.000Z,2022,6,23,11,6,32975088,1421437,6934695,24618956,23,13,14,15,21,22,0,87,10,1025,48,24,15,15,15,14,18,0,1,0,0,0,0,0
1786,Centre-Val de Loire,2022-06-12T00:00:00.000Z,2022-06-12T00:00:00.000Z,2022,6,23,12,7,17405629,1390484,3327195,12687950,27,13,16,13,25,25,0,85,10,1025,13,28,15,12,16,14,19,0,0,0,0,0,0,0
1787,Hauts-de-France,2022-06-12T00:00:00.000Z,2022-06-12T00:00:00.000Z,2022,6,23,12,7,33014410,1538121,6137256,25339033,22,10,17,11,21,20,0,90,10,1026,16,24,12,10,16,10,15,0,0,0,0,0,0,0
1788,Centre-Val de Loire,2022-06-13T00:00:00.000Z,2022-06-13T00:00:00.000Z,2022,6,24,13,1,17772611,1564247,3911655,12296709,26,9,14,9,24,25,0,89,10,1026,3,26,12,8,16,10,17,0,0,0,0,0,0,0
1789,Hauts-de-France,2022-06-13T00:00:00.000Z,2022-06-13T00:00:00.000Z,2022,6,24,13,1,33342586,1607241,7215175,24520170,20,10,13,11,20,20,0,92,9,1026,12,20,10,9,16,10,15,0,0,0,0,0,0,0
1790,Centre-Val de Loire,2022-06-14T00:00:00.000Z,2022-06-14T00:00:00.000Z,2022,6,24,14,2,17959366,1661071,4193650,12104645,28,11,16,11,26,28,0,84,10,1022,13,28,11,10,16,11,19,0,0,0,0,0,0,0
1791,Hauts-de-France,2022-06-14T00:00:00.000Z,2022-06-14T00:00:00.000Z,2022,6,24,14,2,33533593,1693093,7710498,24130002,25,9,10,10,21,24,0,80,10,1024,9,25,12,9,16,9,16,0,0,0,0,0,0,0
1792,Centre-Val de Loire,2022-06-15T00:00:00.000Z,2022-06-15T00:00:00.000Z,2022,6,24,15,3,18321700,1662772,4257229,12401699,34,14,11,15,32,32,0,79,10,1017,10,35,17,14,16,15,23,0,0,0,0,0,0,0
1793,Hauts-de-France,2022-06-15T00:00:00.000Z,2022-06-15T00:00:00.000Z,2022,6,24,15,3,34278033,1694427,7821324,24762282,29,12,11,13,25,28,0,79,10,1019,7,30,15,12,17,12,19,0,0,0,0,0,0,0
1794,Centre-Val de Loire,2022-06-16T00:00:00.000Z,2022-06-16T00:00:00.000Z,2022,6,24,16,4,18447642,1664175,4404219,12379248,33,16,12,16,31,30,0,80,10,1021,3,33,16,16,16,17,24,0,0,0,0,0,0,0
1795,Hauts-de-France,2022-06-16T00:00:00.000Z,2022-06-16T00:00:00.000Z,2022,6,24,16,4,34527174,1728584,8079848,24718742,26,13,11,14,24,26,0,81,10,1023,17,27,15,14,17,14,19,0,0,0,0,0,0,0
1796,Centre-Val de Loire,2022-06-17T00:00:00.000Z,2022-06-17T00:00:00.000Z,2022,6,24,17,5,18854245,1628773,4505934,12719538,38,18,14,18,35,36,0,76,10,1022,3,38,15,18,16,18,27,0,0,0,0,0,0,0
1797,Hauts-de-France,2022-06-17T00:00:00.000Z,2022-06-17T00:00:00.000Z,2022,6,24,17,5,35327353,1666117,8259851,25401385,34,16,18,17,31,32,0,74,10,1023,7,35,19,17,17,16,24,0,0,0,0,0,0,0
1798,Centre-Val de Loire,2022-06-18T00:00:00.000Z,2022-06-18T00:00:00.000Z,2022,6,24,18,6,18787500,1425780,4098065,13263655,42,21,19,21,39,40,0,53,10,1021,2,43,13,21,16,22,31,0,1,0,0,0,0,0
1799,Hauts-de-France,2022-06-18T00:00:00.000Z,2022-06-18T00:00:00.000Z,2022,6,24,18,6,35551096,1498519,7509014,26543563,36,19,8,19,33,33,0,68,10,1021,8,38,20,19,17,19,26,0,1,0,0,0,0,0
1800,Centre-Val de Loire,2022-06-19T00:00:00.000Z,2022-06-19T00:00:00.000Z,2022,6,24,19,7,18325026,1462773,3507494,13354759,37,21,25,21,35,34,0,67,10,1011,18,38,17,21,16,24,28,0,1,0,0,0,0,0
1801,Hauts-de-France,2022-06-19T00:00:00.000Z,2022-06-19T00:00:00.000Z,2022,6,24,19,7,34790590,1586015,6450080,26754495,26,14,28,14,22,25,0,84,10,1014,46,26,16,12,15,15,19,0,1,0,0,0,0,0
1802,Centre-Val de Loire,2022-06-20T00:00:00.000Z,2022-06-20T00:00:00.000Z,2022,6,25,20,1,18170806,1576124,4045197,12549485,29,17,22,17,24,28,2,96,8,1015,62,30,18,17,15,17,22,0,0,0,0,0,0,0
1803,Hauts-de-France,2022-06-20T00:00:00.000Z,2022-06-20T00:00:00.000Z,2022,6,25,20,1,34183307,1622011,7454087,25107209,24,11,19,12,21,24,0,78,10,1019,16,25,10,10,17,12,17,0,0,0,0,0,0,0
1804,Centre-Val de Loire,2022-06-21T00:00:00.000Z,2022-06-21T00:00:00.000Z,2022,6,25,21,2,17995746,1662547,4264846,12068353,31,16,17,16,27,26,2,91,10,1015,44,32,20,16,15,16,21,0,0,0,0,0,0,0
1805,Hauts-de-France,2022-06-21T00:00:00.000Z,2022-06-21T00:00:00.000Z,2022,6,25,21,2,33692284,1714304,7850332,24127648,26,10,11,11,22,25,0,82,10,1018,9,26,12,10,17,10,17,0,0,0,0,0,0,0
1806,Centre-Val de Loire,2022-06-22T00:00:00.000Z,2022-06-22T00:00:00.000Z,2022,6,25,22,3,18014108,1650204,4178075,12185829,29,17,12,17,26,25,2,91,9,1011,40,29,17,17,15,17,21,0,0,0,0,0,0,0
1807,Hauts-de-France,2022-06-22T00:00:00.000Z,2022-06-22T00:00:00.000Z,2022,6,25,22,3,33785374,1715299,7699330,24370745,29,13,15,14,26,27,0,71,10,1011,17,29,14,13,17,13,20,0,0,0,0,0,0,0
1808,Centre-Val de Loire,2022-06-23T00:00:00.000Z,2022-06-23T00:00:00.000Z,2022,6,25,23,4,17834038,1665534,4210075,11958429,30,16,13,16,28,25,1,89,10,1012,42,30,17,16,15,16,21,0,0,0,0,0,0,0
1809,Hauts-de-France,2022-06-23T00:00:00.000Z,2022-06-23T00:00:00.000Z,2022,6,25,23,4,33390285,1739581,7757931,23892773,29,16,12,16,28,28,0,72,10,1012,35,29,16,16,16,16,22,0,0,0,0,0,0,0
