col_0,REGION,DATE,DATE_parsed,YEAR,MONTH,DAY,PROFIL_TOTAL,PROFIL_ENT,PROFIL_PRO,PROFIL_RES,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,SUNHOUR,TEMPERATURE_NIGHT_C,TEMPERATURE_MEAN,HOLIDAYS,IS_WEEKEND,IS_LOCKDOWN_1,IS_LOCKDOWN_2,IS_LOCKDOWN_3,IS_LOCKDOWN_TT,IS_PUBLIC_HOLIDAYS
1083,Hauts-de-France,2021-06-25T00:00:00.000Z,2021-06-25T00:00:00.000Z,2021,6,25,34115216,1731885,7693575,24689756,20,11,12,12,19,19,1,86,9,1023,55,21,14,12,15,11,15,0,0,0,0,0,0,0
1085,Hauts-de-France,2021-06-26T00:00:00.000Z,2021-06-26T00:00:00.000Z,2021,6,26,33941499,1548414,6984272,25408813,21,11,11,13,18,20,4,96,5,1019,81,22,16,13,12,12,16,0,1,0,0,0,0,0
1087,Hauts-de-France,2021-06-27T00:00:00.000Z,2021-06-27T00:00:00.000Z,2021,6,27,34048586,1634897,6179618,26234071,19,13,13,15,19,17,6,93,8,1016,70,19,17,15,12,15,16,0,1,0,0,0,0,0
1089,Hauts-de-France,2021-06-28T00:00:00.000Z,2021-06-28T00:00:00.000Z,2021,6,28,34257227,1779172,7257415,25220640,20,16,11,16,19,20,4,96,7,1016,78,21,17,16,12,16,18,0,0,0,0,0,0,0
1091,Hauts-de-France,2021-06-29T00:00:00.000Z,2021-06-29T00:00:00.000Z,2021,6,29,34239903,1812783,7655968,24771152,18,14,18,16,17,18,9,93,9,1016,68,18,16,16,13,15,17,0,0,0,0,0,0,0
1093,Hauts-de-France,2021-06-30T00:00:00.000Z,2021-06-30T00:00:00.000Z,2021,6,30,34387164,1801150,7561429,25024585,15,11,18,13,15,14,11,96,8,1016,86,15,14,13,12,13,14,0,0,0,0,0,0,0
1095,Hauts-de-France,2021-07-01T00:00:00.000Z,2021-07-01T00:00:00.000Z,2021,7,1,33344557,1591077,7565562,24187918,19,11,18,12,18,17,1,91,9,1019,58,19,13,11,15,12,15,0,0,0,0,0,0,0
1097,Hauts-de-France,2021-07-02T00:00:00.000Z,2021-07-02T00:00:00.000Z,2021,7,2,33403840,1588640,7646702,24168498,20,12,10,13,18,20,1,91,9,1020,65,21,15,13,13,12,16,0,1,0,0,0,0,0
1099,Hauts-de-France,2021-07-03T00:00:00.000Z,2021-07-03T00:00:00.000Z,2021,7,3,33079325,1395695,6908176,24775454,19,13,9,16,19,17,4,90,9,1015,76,19,17,16,12,16,17,0,1,0,0,0,0,0
1101,Hauts-de-France,2021-07-04T00:00:00.000Z,2021-07-04T00:00:00.000Z,2021,7,4,33100739,1494979,6049216,25556544,18,9,19,16,18,14,5,94,8,1013,79,18,16,15,12,15,16,0,0,0,0,1,1,0
1103,Hauts-de-France,2021-07-05T00:00:00.000Z,2021-07-05T00:00:00.000Z,2021,7,5,33311724,1611163,7160599,24539962,17,11,18,14,16,16,1,92,9,1012,70,18,17,13,13,13,15,0,0,0,0,0,0,0
1105,Hauts-de-France,2021-07-06T00:00:00.000Z,2021-07-06T00:00:00.000Z,2021,7,6,33329351,1642650,7546099,24140602,21,15,34,17,20,19,4,94,10,1010,71,22,16,17,13,16,18,1,0,0,0,0,0,0
1107,Hauts-de-France,2021-07-07T00:00:00.000Z,2021-07-07T00:00:00.000Z,2021,7,7,33314008,1650200,7424449,24239359,20,12,18,13,19,20,1,91,10,1019,63,20,15,12,13,12,16,1,0,0,0,0,0,0
1109,Hauts-de-France,2021-07-08T00:00:00.000Z,2021-07-08T00:00:00.000Z,2021,7,8,33048737,1654014,7449882,23944841,20,13,15,14,19,19,7,92,9,1021,66,20,15,14,13,13,16,1,1,0,0,0,0,0
1111,Hauts-de-France,2021-07-09T00:00:00.000Z,2021-07-09T00:00:00.000Z,2021,7,9,33026204,1608793,7466587,23950824,20,13,13,13,20,19,1,91,9,1022,56,20,15,13,12,13,16,1,0,0,0,0,0,0
1113,Hauts-de-France,2021-07-10T00:00:00.000Z,2021-07-10T00:00:00.000Z,2021,7,10,32762359,1444801,6824307,24493251,18,13,14,15,17,17,10,90,8,1021,69,18,15,15,10,13,16,1,0,0,0,0,0,0
1115,Hauts-de-France,2021-07-11T00:00:00.000Z,2021-07-11T00:00:00.000Z,2021,7,11,32467814,1528914,6065157,24873743,21,11,11,13,19,20,0,94,8,1017,67,22,15,12,12,12,16,1,1,0,0,0,0,0
1117,Hauts-de-France,2021-07-12T00:00:00.000Z,2021-07-12T00:00:00.000Z,2021,7,12,32892334,1634270,7051919,24206145,20,14,13,15,20,18,8,91,9,1014,61,21,17,15,13,14,17,1,0,0,0,0,0,0
1119,Hauts-de-France,2021-07-13T00:00:00.000Z,2021-07-13T00:00:00.000Z,2021,7,13,32934230,1660848,7380395,23892987,16,11,9,15,16,15,11,97,5,1015,90,17,15,15,10,15,15,1,0,0,0,0,0,0
1121,Hauts-de-France,2021-07-14T00:00:00.000Z,2021-07-14T00:00:00.000Z,2021,7,14,32785667,1643961,6217694,24924012,18,11,23,14,18,15,2,95,7,1016,87,18,15,14,10,14,15,1,0,0,0,0,0,1
1123,Hauts-de-France,2021-07-15T00:00:00.000Z,2021-07-15T00:00:00.000Z,2021,7,15,32911778,1633532,7372852,23905394,20,14,29,15,20,17,7,87,9,1020,79,21,15,15,11,15,17,1,0,0,0,0,0,0
1125,Hauts-de-France,2021-07-16T00:00:00.000Z,2021-07-16T00:00:00.000Z,2021,7,16,32757340,1600490,7414785,23742065,21,15,23,15,19,19,0,87,10,1025,50,22,14,15,12,15,17,1,0,0,0,0,0,0
1127,Hauts-de-France,2021-07-17T00:00:00.000Z,2021-07-17T00:00:00.000Z,2021,7,17,32219941,1412289,6830197,23977455,23,13,21,15,21,23,0,90,10,1026,47,25,17,14,12,13,18,1,1,0,0,0,0,0
1129,Hauts-de-France,2021-07-18T00:00:00.000Z,2021-07-18T00:00:00.000Z,2021,7,18,32013474,1503332,6147113,24363029,25,14,18,15,24,23,0,89,10,1025,3,26,17,15,15,14,19,1,1,0,0,0,0,0
1131,Hauts-de-France,2021-07-19T00:00:00.000Z,2021-07-19T00:00:00.000Z,2021,7,19,32824193,1594897,7222540,24006756,22,14,21,14,21,20,0,91,10,1022,17,24,14,14,15,14,17,1,0,0,0,0,0,0
1133,Hauts-de-France,2021-07-20T00:00:00.000Z,2021-07-20T00:00:00.000Z,2021,7,20,33012618,1637931,7683160,23691527,22,13,15,13,20,21,0,87,9,1023,2,23,13,12,15,13,17,1,0,0,0,0,0,0
1135,Hauts-de-France,2021-07-21T00:00:00.000Z,2021-07-21T00:00:00.000Z,2021,7,21,33136053,1644880,7722507,23768666,25,15,13,16,23,24,0,84,10,1023,11,26,16,16,15,15,20,1,0,0,0,0,0,0
1137,Hauts-de-France,2021-07-22T00:00:00.000Z,2021-07-22T00:00:00.000Z,2021,7,22,33216707,1622188,7820164,23774355,25,16,14,17,24,23,0,86,10,1023,11,26,16,17,15,16,20,1,0,0,0,0,0,0
1139,Hauts-de-France,2021-07-23T00:00:00.000Z,2021-07-23T00:00:00.000Z,2021,7,23,33085609,1574901,7781492,23729216,26,15,23,16,24,24,0,85,10,1020,20,27,17,16,15,15,20,1,0,0,0,0,0,0
1141,Hauts-de-France,2021-07-24T00:00:00.000Z,2021-07-24T00:00:00.000Z,2021,7,24,32409601,1409725,6971739,24028137,24,18,14,18,23,23,5,92,10,1010,67,26,18,18,11,18,20,1,1,0,0,0,0,0
1143,Hauts-de-France,2021-07-25T00:00:00.000Z,2021-07-25T00:00:00.000Z,2021,7,25,31959072,1498796,6089763,24370513,20,16,17,16,19,20,23,94,8,1009,86,21,17,16,10,16,18,1,1,0,0,0,0,0
1145,Hauts-de-France,2021-07-26T00:00:00.000Z,2021-07-26T00:00:00.000Z,2021,7,26,32247698,1589729,7029298,23628671,23,14,18,15,22,21,5,95,9,1012,71,25,16,15,10,14,18,1,0,0,0,0,0,0
1147,Hauts-de-France,2021-07-27T00:00:00.000Z,2021-07-27T00:00:00.000Z,2021,7,27,32446035,1603531,7432974,23409530,21,15,20,16,19,20,3,88,10,1013,63,23,15,15,11,15,18,1,0,0,0,0,0,0
1149,Hauts-de-France,2021-07-28T00:00:00.000Z,2021-07-28T00:00:00.000Z,2021,7,28,32155453,1591640,7318714,23245099,21,12,22,13,20,19,2,89,10,1013,62,21,14,13,11,13,16,1,0,0,0,0,0,0
1151,Hauts-de-France,2021-07-29T00:00:00.000Z,2021-07-29T00:00:00.000Z,2021,7,29,32217777,1576093,7416745,23224939,19,12,21,12,18,19,0,91,10,1014,50,19,12,11,13,12,15,1,0,0,0,0,0,0
1153,Hauts-de-France,2021-07-30T00:00:00.000Z,2021-07-30T00:00:00.000Z,2021,7,30,32423228,1543507,7438329,23441392,19,12,27,14,19,17,3,82,10,1013,61,19,14,13,11,12,15,1,0,0,0,0,0,0
1155,Hauts-de-France,2021-07-31T00:00:00.000Z,2021-07-31T00:00:00.000Z,2021,7,31,31869080,1373099,6734441,23761540,20,13,20,13,19,19,2,93,10,1012,72,20,13,12,10,13,16,1,1,0,0,0,0,0
1157,Hauts-de-France,2021-08-01T00:00:00.000Z,2021-08-01T00:00:00.000Z,2021,8,1,31532905,1563573,5967406,24001926,20,12,19,13,20,19,6,93,9,1013,54,20,13,12,11,12,16,1,0,0,0,0,0,0
1159,Hauts-de-France,2021-08-02T00:00:00.000Z,2021-08-02T00:00:00.000Z,2021,8,2,31609009,1666251,6689580,23253178,19,13,13,13,18,18,6,90,9,1015,70,19,14,13,10,13,16,1,0,0,0,0,0,0
1161,Hauts-de-France,2021-08-03T00:00:00.000Z,2021-08-03T00:00:00.000Z,2021,8,3,31947287,1720638,7038991,23187658,17,12,10,13,16,16,13,94,9,1014,79,18,13,13,10,13,15,1,0,0,0,0,0,0
1163,Hauts-de-France,2021-08-04T00:00:00.000Z,2021-08-04T00:00:00.000Z,2021,8,4,32038714,1732532,6999998,23306184,19,13,10,14,19,19,1,86,10,1013,73,19,13,14,11,14,16,1,0,0,0,1,1,0
1165,Hauts-de-France,2021-08-05T00:00:00.000Z,2021-08-05T00:00:00.000Z,2021,8,5,31845875,1682008,7051866,23112001,21,12,18,13,20,19,1,87,10,1014,56,22,13,13,12,12,16,1,1,0,0,0,0,0
1167,Hauts-de-France,2021-08-06T00:00:00.000Z,2021-08-06T00:00:00.000Z,2021,8,6,31948461,1625660,7107672,23215129,20,15,26,15,19,19,3,92,10,1007,79,21,14,14,10,16,17,1,0,0,0,0,0,0
1169,Hauts-de-France,2021-08-07T00:00:00.000Z,2021-08-07T00:00:00.000Z,2021,8,7,31701684,1444305,6561720,23695659,20,12,26,13,20,18,5,88,10,1006,62,20,14,12,11,12,16,1,0,0,0,0,0,0
1171,Hauts-de-France,2021-08-08T00:00:00.000Z,2021-08-08T00:00:00.000Z,2021,8,8,31351887,1552778,5921854,23877255,20,14,30,14,19,19,2,87,10,1015,79,20,12,12,10,14,16,1,1,0,0,0,0,0
1173,Hauts-de-France,2021-08-09T00:00:00.000Z,2021-08-09T00:00:00.000Z,2021,8,9,31499621,1615401,6589788,23294432,20,12,25,13,19,18,1,84,10,1016,65,20,13,12,10,12,16,1,0,0,0,0,0,0
1175,Hauts-de-France,2021-08-10T00:00:00.000Z,2021-08-10T00:00:00.000Z,2021,8,10,31684148,1653694,6976862,23053592,21,14,20,14,20,19,0,84,10,1019,57,21,13,14,11,14,17,1,0,0,0,0,0,0
1177,Hauts-de-France,2021-08-11T00:00:00.000Z,2021-08-11T00:00:00.000Z,2021,8,11,31969047,1652828,7057532,23258687,25,14,9,15,22,23,0,83,10,1020,37,25,14,15,13,14,19,1,0,0,0,0,0,0
1179,Hauts-de-France,2021-08-12T00:00:00.000Z,2021-08-12T00:00:00.000Z,2021,8,12,32287310,1660974,7228887,23397449,27,16,11,17,25,26,0,82,10,1020,22,28,17,17,14,16,21,1,0,0,0,0,0,0
1181,Hauts-de-France,2021-08-13T00:00:00.000Z,2021-08-13T00:00:00.000Z,2021,8,13,32649325,1601654,7294914,23752757,24,16,16,16,23,21,0,83,10,1023,12,25,15,16,15,16,19,1,0,0,0,0,0,0
1183,Hauts-de-France,2021-08-14T00:00:00.000Z,2021-08-14T00:00:00.000Z,2021,8,14,32782239,1454820,6928361,24399058,25,13,11,14,23,23,0,83,10,1023,17,26,14,14,15,13,18,1,1,0,0,0,0,0
1185,Hauts-de-France,2021-08-15T00:00:00.000Z,2021-08-15T00:00:00.000Z,2021,8,15,32369973,1525673,6240593,24603707,27,16,11,17,25,25,0,84,10,1020,27,28,16,17,14,16,21,1,1,0,0,0,0,1
1187,Hauts-de-France,2021-08-16T00:00:00.000Z,2021-08-16T00:00:00.000Z,2021,8,16,32113023,1570411,6808939,23733673,21,14,24,15,20,19,0,90,10,1019,39,22,14,15,12,14,17,1,0,0,0,0,0,0
1189,Hauts-de-France,2021-08-17T00:00:00.000Z,2021-08-17T00:00:00.000Z,2021,8,17,31922640,1609201,7039686,23273753,19,12,13,13,18,18,1,83,10,1021,67,19,12,12,10,13,15,1,0,0,0,0,0,0
1191,Hauts-de-France,2021-08-18T00:00:00.000Z,2021-08-18T00:00:00.000Z,2021,8,18,31980318,1599522,7038457,23342339,20,14,17,15,19,18,0,92,9,1019,83,20,14,15,10,15,17,1,0,0,0,0,0,0
1193,Hauts-de-France,2021-08-19T00:00:00.000Z,2021-08-19T00:00:00.000Z,2021,8,19,32069403,1582355,7124606,23362442,21,15,17,16,20,20,0,86,10,1017,55,22,14,16,12,16,18,1,0,0,0,0,0,0
1195,Hauts-de-France,2021-08-20T00:00:00.000Z,2021-08-20T00:00:00.000Z,2021,8,20,32325520,1578333,7232519,23514668,22,13,11,14,21,21,0,92,9,1018,47,25,14,14,11,13,17,1,0,0,0,0,0,0
1197,Hauts-de-France,2021-08-21T00:00:00.000Z,2021-08-21T00:00:00.000Z,2021,8,21,32231741,1395415,6844756,23991570,27,16,19,16,25,25,2,82,10,1017,43,28,16,16,14,16,21,1,1,0,0,0,0,0
1199,Hauts-de-France,2021-08-22T00:00:00.000Z,2021-08-22T00:00:00.000Z,2021,8,22,32291339,1463570,6209486,24618283,20,15,24,15,20,19,2,93,9,1020,68,20,14,15,9,15,17,1,1,0,0,0,0,0
1201,Hauts-de-France,2021-08-23T00:00:00.000Z,2021-08-23T00:00:00.000Z,2021,8,23,32528134,1521674,7021241,23985219,21,14,20,15,19,20,1,95,8,1024,80,23,15,15,9,15,17,1,0,0,0,0,0,0
1203,Hauts-de-France,2021-08-24T00:00:00.000Z,2021-08-24T00:00:00.000Z,2021,8,24,32464578,1568190,7386481,23509907,22,13,26,13,21,20,0,88,10,1026,6,23,11,11,14,13,16,1,0,0,0,0,0,0
1205,Hauts-de-France,2021-08-25T00:00:00.000Z,2021-08-25T00:00:00.000Z,2021,8,25,32531637,1560690,7424808,23546139,22,12,22,12,21,19,0,82,10,1025,8,24,12,11,14,13,16,1,0,0,0,0,0,0
1207,Hauts-de-France,2021-08-26T00:00:00.000Z,2021-08-26T00:00:00.000Z,2021,8,26,32739002,1551787,7529329,23657886,19,12,24,13,18,16,0,94,9,1022,64,19,13,12,10,12,15,1,0,0,0,0,0,0
1209,Hauts-de-France,2021-08-27T00:00:00.000Z,2021-08-27T00:00:00.000Z,2021,8,27,32901241,1535435,7520400,23845406,20,12,24,12,18,18,0,86,10,1023,64,20,11,11,11,13,15,1,0,0,0,0,0,0
1211,Hauts-de-France,2021-08-28T00:00:00.000Z,2021-08-28T00:00:00.000Z,2021,8,28,32877220,1335028,7012727,24529465,20,12,27,13,19,18,0,88,10,1023,80,21,14,12,8,13,16,1,1,0,0,0,0,0
1213,Hauts-de-France,2021-08-29T00:00:00.000Z,2021-08-29T00:00:00.000Z,2021,8,29,32920023,1417798,6303073,25199152,18,12,23,13,18,17,0,88,10,1023,75,18,12,11,10,12,15,1,1,0,0,0,0,0
1215,Hauts-de-France,2021-08-30T00:00:00.000Z,2021-08-30T00:00:00.000Z,2021,8,30,33308674,1504167,7271233,24533274,21,13,20,14,20,20,0,94,10,1023,77,24,15,13,8,14,17,1,0,0,0,0,0,0
1217,Hauts-de-France,2021-08-31T00:00:00.000Z,2021-08-31T00:00:00.000Z,2021,8,31,33412423,1561244,7694051,24157128,23,11,21,12,21,21,0,95,10,1027,47,25,14,10,12,12,16,1,0,0,0,0,0,0
1219,Hauts-de-France,2021-09-01T00:00:00.000Z,2021-09-01T00:00:00.000Z,2021,9,1,33828870,1780717,7732775,24315378,23,9,17,9,21,23,0,94,9,1028,20,25,14,7,12,9,15,0,1,0,0,0,0,0
1221,Hauts-de-France,2021-09-02T00:00:00.000Z,2021-09-02T00:00:00.000Z,2021,9,2,33635996,1776417,7873343,23986236,26,11,23,11,26,24,0,94,10,1026,4,27,15,10,12,11,18,0,0,0,0,0,0,0
1223,Hauts-de-France,2021-09-03T00:00:00.000Z,2021-09-03T00:00:00.000Z,2021,9,3,33558113,1742015,7996410,23819688,27,12,16,12,25,25,0,93,10,1022,6,27,14,11,12,12,19,0,0,0,0,0,0,0
1225,Hauts-de-France,2021-09-04T00:00:00.000Z,2021-09-04T00:00:00.000Z,2021,9,4,33482567,1499992,7291883,24690692,25,13,12,13,23,24,0,89,10,1018,39,26,15,13,11,14,19,0,0,0,0,1,1,0
1227,Hauts-de-France,2021-09-05T00:00:00.000Z,2021-09-05T00:00:00.000Z,2021,9,5,33478316,1653849,6507651,25316816,26,15,10,15,23,25,0,78,10,1020,33,26,15,15,11,16,20,0,1,0,0,0,0,0
1229,Hauts-de-France,2021-09-06T00:00:00.000Z,2021-09-06T00:00:00.000Z,2021,9,6,33668156,1738980,7752886,24176290,28,15,13,15,25,24,0,85,10,1023,13,28,14,15,12,16,20,0,0,0,0,0,0,0
1231,Hauts-de-France,2021-09-07T00:00:00.000Z,2021-09-07T00:00:00.000Z,2021,9,7,33822934,1776509,8262605,23783820,30,15,17,15,27,26,0,79,10,1024,6,30,16,15,12,16,21,0,0,0,0,0,0,0
1233,Hauts-de-France,2021-09-08T00:00:00.000Z,2021-09-08T00:00:00.000Z,2021,9,8,34103369,1750648,8153308,24199413,31,16,16,16,29,27,0,74,10,1017,7,32,18,16,12,17,22,0,0,0,0,0,0,0
1235,Hauts-de-France,2021-09-09T00:00:00.000Z,2021-09-09T00:00:00.000Z,2021,9,9,33692212,1767480,8239593,23685139,25,18,17,18,24,23,1,93,9,1013,70,26,17,18,7,18,21,0,0,0,0,0,0,0
1237,Hauts-de-France,2021-09-10T00:00:00.000Z,2021-09-10T00:00:00.000Z,2021,9,10,33703958,1723077,8230704,23750177,23,17,16,17,23,21,1,91,9,1015,63,25,16,17,7,18,20,0,1,0,0,0,0,0
1239,Hauts-de-France,2021-09-11T00:00:00.000Z,2021-09-11T00:00:00.000Z,2021,9,11,33447445,1452339,7392477,24602629,22,13,18,13,20,21,0,89,10,1019,32,24,13,12,10,14,17,0,0,0,0,0,0,0
1241,Hauts-de-France,2021-09-12T00:00:00.000Z,2021-09-12T00:00:00.000Z,2021,9,12,33421325,1623059,6551363,25246903,25,12,6,12,22,23,0,85,10,1018,24,26,12,11,11,12,17,0,0,0,0,0,0,0
1243,Hauts-de-France,2021-09-13T00:00:00.000Z,2021-09-13T00:00:00.000Z,2021,9,13,33520968,1717770,7727514,24075684,24,11,12,11,21,22,0,90,10,1019,9,25,13,10,12,12,17,0,0,0,0,0,0,0
1245,Hauts-de-France,2021-09-14T00:00:00.000Z,2021-09-14T00:00:00.000Z,2021,9,14,33747948,1774105,8248236,23725607,22,15,8,15,20,21,1,86,10,1017,51,24,15,15,10,15,18,0,0,0,0,0,0,0
1247,Hauts-de-France,2021-09-15T00:00:00.000Z,2021-09-15T00:00:00.000Z,2021,9,15,34271179,1761509,8146593,24363077,23,13,11,13,21,20,0,93,9,1014,36,25,14,13,11,14,17,0,0,0,0,0,0,0
1249,Hauts-de-France,2021-09-16T00:00:00.000Z,2021-09-16T00:00:00.000Z,2021,9,16,33692884,1778322,8199790,23714772,21,10,6,10,19,19,0,91,9,1020,31,23,12,10,10,11,15,0,0,0,0,0,0,0
1251,Hauts-de-France,2021-09-17T00:00:00.000Z,2021-09-17T00:00:00.000Z,2021,9,17,33623464,1742317,8210739,23670408,22,12,11,12,21,21,0,88,10,1018,22,24,12,12,11,13,17,0,0,0,0,0,0,0
1253,Hauts-de-France,2021-09-18T00:00:00.000Z,2021-09-18T00:00:00.000Z,2021,9,18,33687673,1439958,7467880,24779835,21,14,12,15,19,18,1,78,10,1014,44,22,14,14,9,15,17,0,1,0,0,0,0,0
1255,Hauts-de-France,2021-09-19T00:00:00.000Z,2021-09-19T00:00:00.000Z,2021,9,19,34077892,1617472,6601357,25859063,22,14,8,14,20,20,0,78,10,1016,41,24,13,15,11,15,17,0,1,0,0,0,0,0
1257,Hauts-de-France,2021-09-20T00:00:00.000Z,2021-09-20T00:00:00.000Z,2021,9,20,34028667,1723835,7753484,24551348,20,12,12,13,17,18,1,92,10,1022,62,21,13,13,9,14,15,0,0,0,0,0,0,0
1259,Hauts-de-France,2021-09-21T00:00:00.000Z,2021-09-21T00:00:00.000Z,2021,9,21,34037553,1749589,8143739,24144225,20,10,13,10,19,18,0,85,10,1031,14,21,10,9,11,10,14,0,0,0,0,0,0,0
1261,Hauts-de-France,2021-09-22T00:00:00.000Z,2021-09-22T00:00:00.000Z,2021,9,22,34550805,1771349,8068708,24710748,21,9,9,9,19,19,0,81,10,1030,3,22,10,8,12,9,14,0,0,0,0,0,0,0
1263,Hauts-de-France,2021-09-23T00:00:00.000Z,2021-09-23T00:00:00.000Z,2021,9,23,34232303,1760627,8238193,24233483,23,10,19,10,22,19,0,76,10,1025,6,25,13,9,11,11,16,0,0,0,0,0,0,0
1265,Hauts-de-France,2021-09-24T00:00:00.000Z,2021-09-24T00:00:00.000Z,2021,9,24,34099082,1704847,8329315,24064920,23,12,14,12,21,20,0,95,8,1019,24,25,14,12,11,13,16,0,0,0,0,0,0,0
1267,Hauts-de-France,2021-09-25T00:00:00.000Z,2021-09-25T00:00:00.000Z,2021,9,25,34233819,1446045,7613055,25174719,24,11,9,11,21,20,0,81,10,1018,17,25,12,11,12,12,16,0,1,0,0,0,0,0
1269,Hauts-de-France,2021-09-26T00:00:00.000Z,2021-09-26T00:00:00.000Z,2021,9,26,34377932,1565603,6721651,26090678,25,15,20,15,23,21,0,76,10,1015,38,25,14,15,11,15,19,0,1,0,0,0,0,0
1271,Hauts-de-France,2021-09-27T00:00:00.000Z,2021-09-27T00:00:00.000Z,2021,9,27,34275906,1696257,7884062,24695587,20,11,25,16,18,17,0,87,10,1025,41,20,14,12,9,16,17,0,0,0,0,0,0,0
1273,Hauts-de-France,2021-09-28T00:00:00.000Z,2021-09-28T00:00:00.000Z,2021,9,28,34632109,1726805,8330771,24574533,17,9,10,9,16,15,0,84,10,1024,51,17,8,8,9,9,12,0,0,0,0,0,0,0
1275,Hauts-de-France,2021-09-29T00:00:00.000Z,2021-09-29T00:00:00.000Z,2021,9,29,35400659,1720760,8299082,25380817,17,8,27,10,15,13,0,86,10,1029,28,17,9,8,12,12,13,0,0,0,0,0,0,0
1277,Hauts-de-France,2021-09-30T00:00:00.000Z,2021-09-30T00:00:00.000Z,2021,9,30,36345724,1739278,8600019,26006427,15,6,22,6,14,14,0,88,10,1029,39,15,5,4,10,7,10,0,0,0,0,0,0,0
1279,Hauts-de-France,2021-10-01T00:00:00.000Z,2021-10-01T00:00:00.000Z,2021,10,1,38896129,1913569,9011286,27971274,15,9,28,9,15,12,3,84,9,1022,59,15,11,7,8,9,12,0,1,0,0,0,0,0
1281,Hauts-de-France,2021-10-02T00:00:00.000Z,2021-10-02T00:00:00.000Z,2021,10,2,39069065,1631651,8112416,29324998,16,8,28,8,15,14,2,90,9,1016,75,16,14,7,6,9,12,0,0,0,0,0,0,0
1283,Hauts-de-France,2021-10-03T00:00:00.000Z,2021-10-03T00:00:00.000Z,2021,10,3,39396049,1815718,7223540,30356791,16,11,49,16,13,14,5,85,8,1011,76,16,14,8,8,16,15,0,0,0,0,0,0,0
1285,Hauts-de-France,2021-10-04T00:00:00.000Z,2021-10-04T00:00:00.000Z,2021,10,4,39807216,1952510,8626507,29228199,18,9,24,9,16,15,0,90,10,1016,38,18,9,7,8,10,13,0,1,0,0,1,1,0
1287,Hauts-de-France,2021-10-05T00:00:00.000Z,2021-10-05T00:00:00.000Z,2021,10,5,40462534,1978551,9236216,29247767,14,10,27,10,13,13,1,91,9,1012,49,14,11,8,9,11,12,0,0,0,0,0,0,0
1289,Hauts-de-France,2021-10-06T00:00:00.000Z,2021-10-06T00:00:00.000Z,2021,10,6,41993062,2150965,9233022,30609075,16,9,27,9,15,13,0,89,10,1025,42,16,9,6,10,9,12,0,0,0,0,0,0,0
1291,Hauts-de-France,2021-10-07T00:00:00.000Z,2021-10-07T00:00:00.000Z,2021,10,7,41967952,2062543,9476612,30428797,16,8,9,8,15,14,0,91,10,1028,29,16,9,6,10,8,11,0,1,0,0,0,0,0
1293,Hauts-de-France,2021-10-08T00:00:00.000Z,2021-10-08T00:00:00.000Z,2021,10,8,41789206,1992273,9478943,30317990,18,8,13,8,16,15,0,88,10,1030,9,18,10,7,11,9,12,0,0,0,0,0,0,0
1295,Hauts-de-France,2021-10-09T00:00:00.000Z,2021-10-09T00:00:00.000Z,2021,10,9,41869968,1768863,8569049,31532056,21,9,15,9,19,16,0,91,10,1029,0,21,9,8,11,10,14,0,0,0,0,0,0,0
1297,Hauts-de-France,2021-10-10T00:00:00.000Z,2021-10-10T00:00:00.000Z,2021,10,10,42832878,1910155,7747614,33175109,18,8,12,8,15,14,0,81,10,1027,8,18,8,7,11,8,11,0,1,0,0,0,0,0
1299,Hauts-de-France,2021-10-11T00:00:00.000Z,2021-10-11T00:00:00.000Z,2021,10,11,43180095,2043873,9215170,31921052,16,9,15,10,15,13,0,92,9,1028,42,16,10,9,10,11,12,0,0,0,0,0,0,0
1301,Hauts-de-France,2021-10-12T00:00:00.000Z,2021-10-12T00:00:00.000Z,2021,10,12,44506752,2096731,9894934,32515087,15,8,22,8,14,13,1,85,10,1028,62,15,9,6,7,8,11,0,0,0,0,0,0,0
1303,Hauts-de-France,2021-10-13T00:00:00.000Z,2021-10-13T00:00:00.000Z,2021,10,13,45278543,2104140,9778677,33395726,14,7,14,8,14,11,0,83,10,1029,43,14,8,6,9,8,10,0,0,0,0,0,0,0
1305,Hauts-de-France,2021-10-14T00:00:00.000Z,2021-10-14T00:00:00.000Z,2021,10,14,46353776,2047446,10187640,34118690,17,8,12,8,15,13,0,89,10,1028,25,17,9,6,9,8,11,0,0,0,0,0,0,0
1307,Hauts-de-France,2021-10-15T00:00:00.000Z,2021-10-15T00:00:00.000Z,2021,10,15,46550269,2029000,10222189,34299080,15,8,10,8,14,13,0,76,10,1021,52,15,10,6,5,8,11,0,0,0,0,0,0,0
1309,Hauts-de-France,2021-10-16T00:00:00.000Z,2021-10-16T00:00:00.000Z,2021,10,16,46219479,1761758,9161201,35296520,15,6,8,6,13,11,0,90,10,1023,1,15,6,4,9,7,9,0,1,0,0,0,0,0
1311,Hauts-de-France,2021-10-17T00:00:00.000Z,2021-10-17T00:00:00.000Z,2021,10,17,46620780,1911229,8279725,36429826,14,6,10,6,13,12,0,84,10,1022,40,14,7,5,8,7,10,0,1,0,0,0,0,0
