col_0,REGION,DATE,DATE_parsed,YEAR,MONTH,DAY,PROFIL_TOTAL,PROFIL_ENT,PROFIL_PRO,PROFIL_RES,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,SUNHOUR,TEMPERATURE_NIGHT_C,TEMPERATURE_MEAN,HOLIDAYS,IS_WEEKEND,IS_LOCKDOWN_1,IS_LOCKDOWN_2,IS_LOCKDOWN_3,IS_LOCKDOWN_TT,IS_PUBLIC_HOLIDAYS
535,Hauts-de-France,2020-09-24T00:00:00.000Z,2020-09-24T00:00:00.000Z,2020,9,24,34174003,1198872,8446911,24528220,15,7,30,10,15,10,12,86,9,1004,66,15,12,7,7,12,12,0,0,0,0,0,0,0
537,Hauts-de-France,2020-09-25T00:00:00.000Z,2020-09-25T00:00:00.000Z,2020,9,25,35941257,1141725,8650790,26148742,12,7,32,8,12,11,7,85,9,1010,72,12,7,5,7,8,10,0,0,0,0,0,0,0
539,Hauts-de-France,2020-09-26T00:00:00.000Z,2020-09-26T00:00:00.000Z,2020,9,26,38709269,733783,7957032,30018454,11,6,39,9,10,10,10,80,8,1007,93,12,9,4,6,9,9,0,1,0,0,0,0,0
541,Hauts-de-France,2020-09-27T00:00:00.000Z,2020-09-27T00:00:00.000Z,2020,9,27,41844255,720445,7258618,33865192,15,9,36,12,15,14,34,92,7,1007,99,15,14,9,6,11,13,0,1,0,0,0,0,0
543,Hauts-de-France,2020-09-28T00:00:00.000Z,2020-09-28T00:00:00.000Z,2020,9,28,41709963,1102171,8788251,31819541,15,12,17,13,15,14,1,92,8,1014,93,15,14,12,6,13,14,0,0,0,0,0,0,0
545,Hauts-de-France,2020-09-29T00:00:00.000Z,2020-09-29T00:00:00.000Z,2020,9,29,40200423,1230281,9115052,29855090,18,11,15,12,18,16,4,94,8,1016,67,18,14,11,6,11,14,0,0,0,0,0,0,0
547,Hauts-de-France,2020-09-30T00:00:00.000Z,2020-09-30T00:00:00.000Z,2020,9,30,39021033,1212320,8852200,28956513,19,12,20,13,18,16,1,94,9,1016,67,19,13,12,6,13,15,0,0,0,0,0,0,0
549,Hauts-de-France,2020-10-01T00:00:00.000Z,2020-10-01T00:00:00.000Z,2020,10,1,39670822,1336326,9263886,29070610,15,11,27,13,14,13,9,90,9,1005,86,15,12,11,6,14,14,0,0,0,0,0,0,0
551,Hauts-de-France,2020-10-02T00:00:00.000Z,2020-10-02T00:00:00.000Z,2020,10,2,42633294,1276933,9623121,31733240,13,9,28,10,12,13,5,89,9,998,79,13,11,7,6,9,11,0,0,0,0,0,0,0
553,Hauts-de-France,2020-10-03T00:00:00.000Z,2020-10-03T00:00:00.000Z,2020,10,3,44247381,835258,8771274,34640849,15,9,19,10,14,12,9,94,9,990,79,15,10,9,7,11,12,0,0,0,0,0,0,0
555,Hauts-de-France,2020-10-04T00:00:00.000Z,2020-10-04T00:00:00.000Z,2020,10,4,45142824,796755,7901097,36444972,14,9,32,10,13,12,2,89,9,995,66,14,8,7,7,9,11,0,0,1,0,0,1,0
557,Hauts-de-France,2020-10-05T00:00:00.000Z,2020-10-05T00:00:00.000Z,2020,10,5,45650712,1234778,9549246,34866688,13,10,32,11,13,13,27,91,8,1003,95,13,11,7,6,10,12,0,1,1,0,0,1,0
559,Hauts-de-France,2020-10-06T00:00:00.000Z,2020-10-06T00:00:00.000Z,2020,10,6,44758889,1375848,9952386,33430655,14,10,31,12,14,12,6,88,9,1005,81,14,10,9,6,11,12,0,0,0,0,0,0,0
561,Hauts-de-France,2020-10-07T00:00:00.000Z,2020-10-07T00:00:00.000Z,2020,10,7,43656747,1349206,9596441,32711100,14,10,26,10,14,12,2,90,10,1019,64,14,9,8,8,11,12,0,0,0,0,0,0,0
563,Hauts-de-France,2020-10-08T00:00:00.000Z,2020-10-08T00:00:00.000Z,2020,10,8,41819751,1360372,9595423,30863956,17,11,28,13,17,16,2,87,6,1018,91,17,14,11,6,12,15,0,0,0,0,0,0,0
565,Hauts-de-France,2020-10-09T00:00:00.000Z,2020-10-09T00:00:00.000Z,2020,10,9,41315742,1283830,9571641,30460271,16,8,18,11,15,12,8,92,9,1020,69,16,12,11,7,12,13,0,0,0,0,0,0,0
567,Hauts-de-France,2020-10-10T00:00:00.000Z,2020-10-10T00:00:00.000Z,2020,10,10,42945972,835557,8801097,33309318,13,7,23,7,12,10,1,83,9,1023,44,13,7,5,9,9,9,0,1,0,0,0,0,0
569,Hauts-de-France,2020-10-11T00:00:00.000Z,2020-10-11T00:00:00.000Z,2020,10,11,45853634,825260,8127531,36900843,13,7,22,8,12,10,3,90,9,1024,68,13,7,7,6,8,10,0,0,0,1,0,1,0
571,Hauts-de-France,2020-10-12T00:00:00.000Z,2020-10-12T00:00:00.000Z,2020,10,12,48019317,1290623,9907376,36821318,13,7,11,7,12,11,1,93,8,1024,63,13,7,5,7,7,9,0,0,0,1,0,1,0
573,Hauts-de-France,2020-10-13T00:00:00.000Z,2020-10-13T00:00:00.000Z,2020,10,13,49054248,1461045,10569297,37023906,10,6,21,9,9,8,14,91,8,1014,95,10,8,6,5,9,9,0,0,0,0,0,0,0
575,Hauts-de-France,2020-10-14T00:00:00.000Z,2020-10-14T00:00:00.000Z,2020,10,14,50718208,1437730,10544349,38736129,12,7,22,7,12,10,1,89,9,1018,69,12,6,4,8,8,9,0,0,0,0,0,0,0
577,Hauts-de-France,2020-10-15T00:00:00.000Z,2020-10-15T00:00:00.000Z,2020,10,15,52353005,1500131,10997971,39854903,11,7,21,7,11,9,0,77,10,1022,65,11,5,5,7,7,9,0,0,0,0,0,0,0
579,Hauts-de-France,2020-10-16T00:00:00.000Z,2020-10-16T00:00:00.000Z,2020,10,16,52463800,1407085,10968298,40088417,12,5,12,5,10,9,0,80,10,1022,45,12,5,3,8,5,8,0,0,0,0,0,0,0
581,Hauts-de-France,2020-10-17T00:00:00.000Z,2020-10-17T00:00:00.000Z,2020,10,17,51721573,915261,9722125,41084187,11,6,8,6,10,10,0,85,10,1022,56,11,5,5,6,7,9,1,1,0,0,0,0,0
583,Hauts-de-France,2020-10-18T00:00:00.000Z,2020-10-18T00:00:00.000Z,2020,10,18,51291410,882393,8785104,41623913,12,7,9,8,12,11,1,82,10,1024,65,12,7,7,5,8,10,1,1,0,0,0,0,0
585,Hauts-de-France,2020-10-19T00:00:00.000Z,2020-10-19T00:00:00.000Z,2020,10,19,51588830,1288628,10217418,40082784,13,7,16,7,12,11,0,86,10,1024,42,13,6,6,8,8,9,1,0,0,0,0,0,0
587,Hauts-de-France,2020-10-20T00:00:00.000Z,2020-10-20T00:00:00.000Z,2020,10,20,48960486,1425021,10400059,37135406,16,9,28,11,15,15,2,78,7,1011,69,16,12,8,4,10,13,1,0,0,0,0,0,0
589,Hauts-de-France,2020-10-21T00:00:00.000Z,2020-10-21T00:00:00.000Z,2020,10,21,44402606,1318740,9835766,33248100,18,12,38,14,17,16,10,79,8,1009,86,18,13,13,4,13,15,1,0,0,0,0,0,0
591,Hauts-de-France,2020-10-22T00:00:00.000Z,2020-10-22T00:00:00.000Z,2020,10,22,42939083,1349272,9751386,31838425,17,12,20,13,16,15,3,92,10,1013,65,17,13,12,4,13,14,1,0,0,0,0,0,0
593,Hauts-de-France,2020-10-23T00:00:00.000Z,2020-10-23T00:00:00.000Z,2020,10,23,43314167,1272553,9784693,32256921,17,11,18,11,16,14,1,94,9,1014,39,17,11,10,8,11,13,1,0,0,0,0,0,0
595,Hauts-de-France,2020-10-24T00:00:00.000Z,2020-10-24T00:00:00.000Z,2020,10,24,44185026,835099,8982753,34367174,14,8,26,8,13,14,0,89,10,1017,70,14,10,6,6,9,11,1,1,0,0,0,0,0
597,Hauts-de-France,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,2020,10,25,45975294,833445,8250941,36890908,14,9,28,12,13,11,4,81,10,1004,73,14,10,9,4,13,12,1,1,0,0,0,0,0
599,Hauts-de-France,2020-10-26T00:00:00.000Z,2020-10-26T00:00:00.000Z,2020,10,26,50024321,1267599,10020787,38735935,12,7,25,7,11,10,0,90,10,1003,48,12,6,4,7,8,9,1,0,0,0,0,0,0
601,Hauts-de-France,2020-10-27T00:00:00.000Z,2020-10-27T00:00:00.000Z,2020,10,27,51984829,1435729,10650075,39899025,10,4,33,8,10,8,3,90,9,1006,84,10,11,4,4,8,9,1,0,0,0,0,0,0
603,Hauts-de-France,2020-10-28T00:00:00.000Z,2020-10-28T00:00:00.000Z,2020,10,28,50241472,1341772,10385654,38514046,13,8,31,8,12,11,4,89,10,1011,77,13,9,5,5,9,10,1,0,0,0,0,0,0
605,Hauts-de-France,2020-10-29T00:00:00.000Z,2020-10-29T00:00:00.000Z,2020,10,29,48451369,1386945,10369069,36695355,13,8,22,10,13,12,7,85,9,1021,91,13,10,8,4,10,11,1,0,0,0,0,0,0
607,Hauts-de-France,2020-10-30T00:00:00.000Z,2020-10-30T00:00:00.000Z,2020,10,30,47490834,1289548,9390841,36810445,15,9,24,12,14,14,0,88,10,1023,68,15,11,10,5,12,13,1,0,0,1,0,1,0
609,Hauts-de-France,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,2020,10,31,47413557,856795,8534983,38021779,16,10,27,10,15,16,0,92,10,1022,40,16,12,8,8,11,13,1,1,0,1,0,1,0
611,Hauts-de-France,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,2020,11,1,46070628,881512,7968652,37220464,17,11,34,11,16,16,2,87,7,1015,90,17,14,9,4,11,14,1,1,0,0,0,0,1
613,Hauts-de-France,2020-11-02T00:00:00.000Z,2020-11-02T00:00:00.000Z,2020,11,2,43816363,1230442,9110031,33475890,18,10,40,17,18,12,4,81,10,1018,84,18,15,13,4,17,16,0,0,0,0,0,0,0
615,Hauts-de-France,2020-11-03T00:00:00.000Z,2020-11-03T00:00:00.000Z,2020,11,3,48702365,1410196,9974434,37317735,10,6,31,6,10,8,0,84,10,1026,35,10,5,4,7,7,8,0,0,0,0,0,0,0
617,Hauts-de-France,2020-11-04T00:00:00.000Z,2020-11-04T00:00:00.000Z,2020,11,4,54685307,1414533,10324298,42946476,10,4,11,5,10,8,0,90,10,1036,13,10,4,4,9,5,7,0,1,1,0,0,1,0
619,Hauts-de-France,2020-11-05T00:00:00.000Z,2020-11-05T00:00:00.000Z,2020,11,5,56328215,1507193,10721833,44099189,10,4,14,4,9,7,0,90,10,1038,2,10,4,3,9,5,7,0,0,1,0,0,1,0
621,Hauts-de-France,2020-11-06T00:00:00.000Z,2020-11-06T00:00:00.000Z,2020,11,6,55099612,1403252,10538011,43158349,10,3,17,3,9,8,0,76,10,1035,2,10,5,-1,9,3,6,0,0,0,0,0,0,0
623,Hauts-de-France,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,2020,11,7,51840289,926707,9112012,41801570,14,6,14,7,13,12,0,94,9,1024,22,14,10,5,9,7,10,0,1,0,0,0,0,0
625,Hauts-de-France,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,2020,11,8,48643121,896677,8318837,39427607,15,10,19,10,14,14,0,90,9,1021,59,15,13,8,4,10,12,0,0,0,0,0,0,0
627,Hauts-de-France,2020-11-09T00:00:00.000Z,2020-11-09T00:00:00.000Z,2020,11,9,46849558,1271106,9579973,35998479,15,10,12,10,14,14,1,96,9,1023,64,15,12,9,7,11,12,0,0,0,0,0,0,0
629,Hauts-de-France,2020-11-10T00:00:00.000Z,2020-11-10T00:00:00.000Z,2020,11,10,47438440,1402819,9868893,36166728,14,11,11,12,13,13,7,91,8,1025,81,14,11,11,4,12,13,0,1,0,0,0,0,0
631,Hauts-de-France,2020-11-11T00:00:00.000Z,2020-11-11T00:00:00.000Z,2020,11,11,49579900,1288424,8633496,39657980,13,8,15,9,12,11,0,95,9,1025,73,13,10,8,4,10,11,0,0,0,1,0,1,1
633,Hauts-de-France,2020-11-12T00:00:00.000Z,2020-11-12T00:00:00.000Z,2020,11,12,49281893,1421974,10055140,37804779,13,9,19,10,12,11,0,87,10,1019,41,13,9,8,8,11,11,0,0,0,1,0,1,0
635,Hauts-de-France,2020-11-13T00:00:00.000Z,2020-11-13T00:00:00.000Z,2020,11,13,49617264,1336641,10056528,38224095,13,7,22,9,13,12,0,88,10,1020,68,13,11,7,4,8,11,0,0,0,1,0,1,0
637,Hauts-de-France,2020-11-14T00:00:00.000Z,2020-11-14T00:00:00.000Z,2020,11,14,48145518,897089,8861944,38386485,15,9,25,11,14,13,0,94,9,1018,49,15,10,9,8,11,12,0,1,0,1,0,1,0
639,Hauts-de-France,2020-11-15T00:00:00.000Z,2020-11-15T00:00:00.000Z,2020,11,15,49034191,895920,8410580,39727691,14,8,39,12,14,10,16,84,9,1010,75,14,11,9,3,13,12,0,1,0,1,0,1,0
641,Hauts-de-France,2020-11-16T00:00:00.000Z,2020-11-16T00:00:00.000Z,2020,11,16,50668292,1302779,10086481,39279032,11,7,26,10,11,10,1,83,10,1023,77,11,8,7,3,10,10,0,0,0,1,0,1,0
643,Hauts-de-France,2020-11-17T00:00:00.000Z,2020-11-17T00:00:00.000Z,2020,11,17,51442597,1423392,10429393,39589812,12,8,18,8,11,11,0,90,10,1026,66,12,8,6,4,9,10,0,0,0,1,0,1,0
645,Hauts-de-France,2020-11-18T00:00:00.000Z,2020-11-18T00:00:00.000Z,2020,11,18,52147282,1380565,10226001,40540716,13,8,24,8,12,12,0,91,10,1026,28,13,9,5,9,9,10,0,0,0,1,0,1,0
647,Hauts-de-France,2020-11-19T00:00:00.000Z,2020-11-19T00:00:00.000Z,2020,11,19,53031267,1440623,10628566,40962078,11,7,30,8,11,8,2,74,9,1032,76,11,7,5,3,9,9,0,0,0,1,0,1,0
649,Hauts-de-France,2020-11-20T00:00:00.000Z,2020-11-20T00:00:00.000Z,2020,11,20,58183220,1422980,11144257,45615983,8,2,11,4,7,6,0,75,10,1037,46,8,2,3,5,5,5,0,0,0,1,0,1,0
651,Hauts-de-France,2020-11-21T00:00:00.000Z,2020-11-21T00:00:00.000Z,2020,11,21,61329118,1003455,10215061,50110602,9,4,18,4,7,7,0,84,10,1035,50,9,5,1,7,4,6,0,1,0,1,0,1,0
653,Hauts-de-France,2020-11-22T00:00:00.000Z,2020-11-22T00:00:00.000Z,2020,11,22,62394321,1027120,9702556,51664645,10,6,15,6,9,9,1,90,9,1029,89,10,8,4,3,7,8,0,1,0,1,0,1,0
655,Hauts-de-France,2020-11-23T00:00:00.000Z,2020-11-23T00:00:00.000Z,2020,11,23,61483912,1481483,11333414,48669015,10,6,8,8,10,9,2,92,7,1028,77,10,8,7,6,9,9,0,0,0,1,0,1,0
657,Hauts-de-France,2020-11-24T00:00:00.000Z,2020-11-24T00:00:00.000Z,2020,11,24,62394455,1547739,11815085,49031631,9,5,16,6,9,8,0,96,8,1027,39,9,6,3,8,6,7,0,0,0,1,0,1,0
659,Hauts-de-France,2020-11-25T00:00:00.000Z,2020-11-25T00:00:00.000Z,2020,11,25,61620180,1508743,11488396,48623041,9,5,18,5,8,7,0,87,10,1017,62,9,6,2,4,5,7,0,0,0,1,0,1,0
661,Hauts-de-France,2020-11-26T00:00:00.000Z,2020-11-26T00:00:00.000Z,2020,11,26,60293888,1546844,11650034,47097010,10,5,8,5,9,10,0,92,10,1020,43,10,7,4,7,6,8,0,0,0,1,0,1,0
663,Hauts-de-France,2020-11-27T00:00:00.000Z,2020-11-27T00:00:00.000Z,2020,11,27,59431522,1438011,11501388,46492123,9,5,9,5,8,7,0,93,9,1021,31,9,6,3,8,6,7,0,0,0,1,0,1,0
665,Hauts-de-France,2020-11-28T00:00:00.000Z,2020-11-28T00:00:00.000Z,2020,11,28,59793123,1010674,10695038,48087411,9,4,11,4,8,7,0,91,10,1020,13,9,5,2,8,5,6,0,1,0,1,0,1,0
667,Hauts-de-France,2020-11-29T00:00:00.000Z,2020-11-29T00:00:00.000Z,2020,11,29,64088903,1039852,10282366,52766685,7,2,11,4,6,4,0,84,10,1026,5,7,3,1,8,4,5,0,1,0,1,0,1,0
669,Hauts-de-France,2020-11-30T00:00:00.000Z,2020-11-30T00:00:00.000Z,2020,11,30,68446401,1512576,12634376,54299449,6,-1,11,1,5,4,0,75,9,1027,54,7,7,0,5,1,3,0,0,0,1,0,1,0
671,Hauts-de-France,2020-12-01T00:00:00.000Z,2020-12-01T00:00:00.000Z,2020,12,1,67543510,1645631,13071772,52826107,8,4,27,6,8,7,4,80,9,1020,81,8,8,2,5,8,7,0,1,0,0,0,0,0
673,Hauts-de-France,2020-12-02T00:00:00.000Z,2020-12-02T00:00:00.000Z,2020,12,2,68448251,1632492,12861523,53954236,7,4,10,6,7,6,0,93,10,1020,70,7,5,3,6,7,6,0,0,0,0,0,0,0
675,Hauts-de-France,2020-12-03T00:00:00.000Z,2020-12-03T00:00:00.000Z,2020,12,3,67962980,1653188,13090620,53219172,5,-1,23,5,5,3,3,89,7,1011,98,5,4,1,3,5,5,0,0,0,0,0,0,0
677,Hauts-de-France,2020-12-04T00:00:00.000Z,2020-12-04T00:00:00.000Z,2020,12,4,69042084,1586276,13147680,54308128,6,3,32,6,4,4,8,88,9,987,88,6,4,-1,3,6,5,0,1,1,0,0,1,0
679,Hauts-de-France,2020-12-05T00:00:00.000Z,2020-12-05T00:00:00.000Z,2020,12,5,72357019,1116201,12132106,59108712,5,2,18,3,4,3,1,90,10,997,56,5,1,-2,7,3,3,0,0,0,0,0,0,0
681,Hauts-de-France,2020-12-06T00:00:00.000Z,2020-12-06T00:00:00.000Z,2020,12,6,71675492,1115235,11187584,59372673,5,2,15,2,4,4,0,91,10,1000,81,5,2,-2,5,3,3,0,0,0,0,0,0,0
683,Hauts-de-France,2020-12-07T00:00:00.000Z,2020-12-07T00:00:00.000Z,2020,12,7,73708152,1611671,13310694,58785787,4,1,8,1,4,3,0,92,10,1001,61,4,1,-1,6,1,2,0,1,0,0,0,0,0
685,Hauts-de-France,2020-12-08T00:00:00.000Z,2020-12-08T00:00:00.000Z,2020,12,8,73310902,1686244,13788385,57836273,4,0,8,1,3,3,0,91,10,1008,70,4,1,-2,5,2,2,0,0,0,0,0,0,0
687,Hauts-de-France,2020-12-09T00:00:00.000Z,2020-12-09T00:00:00.000Z,2020,12,9,75435965,1676772,13760462,59998731,4,1,12,1,4,3,1,90,8,1010,63,4,3,-2,5,1,2,0,1,0,0,0,0,0
689,Hauts-de-France,2020-12-10T00:00:00.000Z,2020-12-10T00:00:00.000Z,2020,12,10,72179589,1658466,13718007,56803116,5,0,19,3,4,3,0,92,10,1006,76,5,2,-2,5,3,3,0,0,0,0,0,0,0
691,Hauts-de-France,2020-12-11T00:00:00.000Z,2020-12-11T00:00:00.000Z,2020,12,11,69010164,1550211,13287649,54172304,9,2,19,4,8,8,6,97,9,999,91,9,8,1,3,3,6,0,0,0,1,0,1,0
693,Hauts-de-France,2020-12-12T00:00:00.000Z,2020-12-12T00:00:00.000Z,2020,12,12,65573245,1055512,11620986,52896747,9,6,15,7,8,8,3,97,7,1005,92,9,7,5,3,7,8,0,1,0,1,0,1,0
695,Hauts-de-France,2020-12-13T00:00:00.000Z,2020-12-13T00:00:00.000Z,2020,12,13,66715119,1054208,10899436,54761475,6,2,21,3,5,6,1,93,9,1011,56,6,4,0,6,4,5,0,1,0,1,0,1,0
697,Hauts-de-France,2020-12-14T00:00:00.000Z,2020-12-14T00:00:00.000Z,2020,12,14,63649896,1451512,12298925,49899459,10,5,24,8,10,9,4,91,8,1007,90,10,8,5,3,8,9,0,0,0,1,0,1,0
699,Hauts-de-France,2020-12-15T00:00:00.000Z,2020-12-15T00:00:00.000Z,2020,12,15,60615879,1496413,12428411,46691055,10,7,18,10,9,8,12,95,9,1014,70,10,9,7,5,10,9,0,0,0,1,0,1,0
701,Hauts-de-France,2020-12-16T00:00:00.000Z,2020-12-16T00:00:00.000Z,2020,12,16,62784134,1499337,12358646,48926151,9,5,22,6,8,9,0,94,10,1014,51,9,6,2,8,6,7,0,0,0,0,0,0,0
703,Hauts-de-France,2020-12-17T00:00:00.000Z,2020-12-17T00:00:00.000Z,2020,12,17,61257121,1484806,12387943,47384372,9,7,21,8,9,8,3,91,9,1022,57,9,8,4,7,9,8,0,0,0,0,0,0,0
705,Hauts-de-France,2020-12-18T00:00:00.000Z,2020-12-18T00:00:00.000Z,2020,12,18,61461849,1408742,12326602,47726505,10,5,23,7,9,8,0,95,10,1022,40,10,7,3,8,7,8,0,0,0,0,0,0,0
707,Hauts-de-France,2020-12-19T00:00:00.000Z,2020-12-19T00:00:00.000Z,2020,12,19,60625180,983136,10945078,48696966,11,8,26,9,10,9,2,90,9,1014,78,11,8,5,3,8,9,1,1,0,0,0,0,0
709,Hauts-de-France,2020-12-20T00:00:00.000Z,2020-12-20T00:00:00.000Z,2020,12,20,59649740,980452,10132174,48537114,9,6,19,7,8,7,0,93,10,1021,43,9,6,3,7,7,7,1,1,0,0,0,0,0
711,Hauts-de-France,2020-12-21T00:00:00.000Z,2020-12-21T00:00:00.000Z,2020,12,21,61648452,1367504,11773566,48507382,10,4,36,6,8,8,14,92,8,1021,87,11,12,2,3,5,7,1,0,0,0,0,0,0
713,Hauts-de-France,2020-12-22T00:00:00.000Z,2020-12-22T00:00:00.000Z,2020,12,22,56092427,1397400,11424430,43270597,13,9,27,13,13,13,7,90,9,1016,99,13,12,10,3,13,13,1,0,0,0,0,0,0
715,Hauts-de-France,2020-12-23T00:00:00.000Z,2020-12-23T00:00:00.000Z,2020,12,23,56941880,1389469,11315560,44236851,13,8,27,12,12,11,30,96,8,1015,94,13,12,10,3,13,12,1,0,0,0,0,0,0
717,Hauts-de-France,2020-12-24T00:00:00.000Z,2020-12-24T00:00:00.000Z,2020,12,24,63535417,1431694,11237583,50866140,8,2,31,7,6,4,5,91,8,1021,90,8,6,1,3,8,6,1,0,0,0,0,0,0
719,Hauts-de-France,2020-12-25T00:00:00.000Z,2020-12-25T00:00:00.000Z,2020,12,25,68741432,1364615,10621226,56755591,5,3,20,4,5,4,4,86,9,1030,72,5,2,-1,5,4,4,1,0,0,0,0,0,1
721,Hauts-de-France,2020-12-26T00:00:00.000Z,2020-12-26T00:00:00.000Z,2020,12,26,73000503,1044794,11780431,60175278,4,-1,25,2,3,4,0,87,9,1029,83,5,2,-2,3,2,3,1,1,0,0,0,0,0
723,Hauts-de-France,2020-12-27T00:00:00.000Z,2020-12-27T00:00:00.000Z,2020,12,27,73920247,1055717,11186078,61678452,7,3,51,7,7,5,18,87,8,1008,90,7,5,1,3,6,6,1,1,0,0,0,0,0
725,Hauts-de-France,2020-12-28T00:00:00.000Z,2020-12-28T00:00:00.000Z,2020,12,28,73685718,1483406,12344338,59857974,4,-3,22,3,4,1,5,92,8,976,86,4,2,-2,4,3,3,1,0,0,0,0,0,0
727,Hauts-de-France,2020-12-29T00:00:00.000Z,2020-12-29T00:00:00.000Z,2020,12,29,73936602,1571991,12814272,59550339,4,0,12,2,3,3,2,95,7,994,85,4,2,-2,3,3,3,1,0,0,0,0,0,0
729,Hauts-de-France,2020-12-30T00:00:00.000Z,2020-12-30T00:00:00.000Z,2020,12,30,74597329,1580253,12831523,60185553,5,1,15,2,5,3,1,92,9,1006,83,5,2,-1,3,2,3,1,0,0,0,0,0,0
731,Hauts-de-France,2020-12-31T00:00:00.000Z,2020-12-31T00:00:00.000Z,2020,12,31,75270891,1581375,12397359,61292157,5,1,22,4,5,3,7,94,8,1003,93,5,4,0,3,4,4,1,0,0,0,0,0,0
733,Hauts-de-France,2021-01-01T00:00:00.000Z,2021-01-01T00:00:00.000Z,2021,1,1,75727860,1458557,11576368,62692935,3,1,9,1,3,3,3,96,6,1014,88,3,2,-1,3,1,2,1,0,0,0,0,0,1
735,Hauts-de-France,2021-01-02T00:00:00.000Z,2021-01-02T00:00:00.000Z,2021,1,2,80035086,1368364,12373155,66293567,4,0,8,0,4,3,0,89,9,1016,38,4,2,-2,6,0,2,1,0,0,0,0,0,0
737,Hauts-de-France,2021-01-03T00:00:00.000Z,2021-01-03T00:00:00.000Z,2021,1,3,79631351,1428782,11716240,66486329,3,0,14,1,3,2,0,96,6,1018,85,3,1,-2,4,2,2,1,0,0,0,0,0,0
739,Hauts-de-France,2021-01-04T00:00:00.000Z,2021-01-04T00:00:00.000Z,2021,1,4,81010939,1559577,14122076,65329286,2,1,22,2,2,2,1,96,7,1016,100,2,1,-3,3,2,2,0,0,0,0,0,0,0
741,Hauts-de-France,2021-01-05T00:00:00.000Z,2021-01-05T00:00:00.000Z,2021,1,5,81290070,1594244,14785515,64910311,2,1,20,2,2,2,1,96,8,1018,100,2,1,-3,3,2,2,0,1,0,0,1,1,0
743,Hauts-de-France,2021-01-06T00:00:00.000Z,2021-01-06T00:00:00.000Z,2021,1,6,81273624,1591205,14510169,65172250,2,0,12,1,2,1,1,95,8,1018,94,2,1,-3,3,1,1,0,0,0,0,0,0,0
745,Hauts-de-France,2021-01-07T00:00:00.000Z,2021-01-07T00:00:00.000Z,2021,1,7,81917272,1621125,14772681,65523466,3,0,14,1,3,2,2,96,7,1018,90,3,1,-2,3,1,2,0,0,0,0,0,0,0
747,Hauts-de-France,2021-01-08T00:00:00.000Z,2021-01-08T00:00:00.000Z,2021,1,8,83368941,1599692,14826767,66942482,3,-1,10,-1,2,1,0,91,9,1020,60,3,0,-4,7,-1,0,0,1,0,0,0,0,0
749,Hauts-de-France,2021-01-09T00:00:00.000Z,2021-01-09T00:00:00.000Z,2021,1,9,85821144,1397278,13644876,70778990,3,-2,15,0,2,2,0,94,8,1026,43,3,0,-3,9,0,1,0,0,0,0,0,0,0
751,Hauts-de-France,2021-01-10T00:00:00.000Z,2021-01-10T00:00:00.000Z,2021,1,10,85941100,1480816,12679333,71780951,4,-1,7,-1,3,1,0,90,9,1027,17,4,0,-3,9,-1,1,0,0,0,0,0,0,0
753,Hauts-de-France,2021-01-11T00:00:00.000Z,2021-01-11T00:00:00.000Z,2021,1,11,85153637,1549663,14742370,68861604,5,0,16,0,4,4,0,93,10,1025,66,5,3,-4,3,0,2,0,0,0,0,0,0,0
755,Hauts-de-France,2021-01-12T00:00:00.000Z,2021-01-12T00:00:00.000Z,2021,1,12,80358507,1534647,14742813,64081047,8,3,30,8,8,7,16,94,7,1016,97,8,7,4,3,7,7,0,0,0,0,0,0,0
757,Hauts-de-France,2021-01-13T00:00:00.000Z,2021-01-13T00:00:00.000Z,2021,1,13,73346721,1471737,13646354,58228630,6,1,13,2,5,6,8,96,9,1020,82,6,5,0,3,1,3,0,0,0,0,0,0,0
759,Hauts-de-France,2021-01-14T00:00:00.000Z,2021-01-14T00:00:00.000Z,2021,1,14,71378233,2533900,13770494,55073839,6,0,22,5,4,4,27,96,7,1020,100,6,5,0,3,5,5,0,0,0,0,0,0,0
761,Hauts-de-France,2021-01-15T00:00:00.000Z,2021-01-15T00:00:00.000Z,2021,1,15,75798074,2526698,14187312,59084064,2,-3,19,0,0,-1,1,90,9,1030,61,2,1,-6,7,1,0,0,0,0,0,0,0,0
763,Hauts-de-France,2021-01-16T00:00:00.000Z,2021-01-16T00:00:00.000Z,2021,1,16,82873037,2231433,13379834,67261770,0,-7,21,-2,0,-2,8,91,9,1030,76,1,1,-5,3,-1,-1,0,1,0,0,0,0,0
